# Lagrange radii [code units]
#1:t 2:r(0.0001) 3:r(0.0003) 4:r(0.0005) 5:r(0.0007) 6:r(0.0009) 7:r(0.001) 8:r(0.003) 9:r(0.005) 10:r(0.007) 11:r(0.009) 12:r(0.01) 13:r(0.03) 14:r(0.05) 15:r(0.07) 16:r(0.09) 17:r(0.1) 18:r(0.2) 19:r(0.3) 20:r(0.4) 21:r(0.5) 22:r(0.6) 23:r(0.7) 24:r(0.8) 25:r(0.9) 26:r(0.99)
1.393160411e+00 8.308127e-03 1.055985e-02 1.247001e-02 1.382305e-02 1.480919e-02 1.505204e-02 2.288354e-02 2.883199e-02 3.251315e-02 3.489702e-02 3.583803e-02 5.819079e-02 7.551820e-02 9.176274e-02 1.088315e-01 1.184590e-01 2.280313e-01 3.863785e-01 6.055692e-01 9.105033e-01 1.321350e+00 1.903119e+00 3.037557e+00 5.665836e+00 3.842292e+01 
1.393684193e+00 5.979388e-03 9.105649e-03 9.582310e-03 1.204230e-02 1.227007e-02 1.246391e-02 2.189114e-02 2.815830e-02 3.118582e-02 3.524540e-02 3.735368e-02 5.861090e-02 7.632045e-02 9.313157e-02 1.083266e-01 1.180368e-01 2.239718e-01 3.845503e-01 6.092133e-01 9.083011e-01 1.323872e+00 1.890684e+00 3.001731e+00 5.668062e+00 3.550523e+01 
1.394097781e+00 5.249644e-03 1.095348e-02 1.131646e-02 1.317178e-02 1.360725e-02 1.400076e-02 2.379118e-02 2.862729e-02 3.209992e-02 3.535565e-02 3.756886e-02 5.766557e-02 7.391122e-02 8.953745e-02 1.050627e-01 1.139245e-01 2.222351e-01 3.790965e-01 6.024219e-01 9.102360e-01 1.308133e+00 1.896875e+00 3.011542e+00 5.635668e+00 3.960998e+01 
1.394459703e+00 4.713383e-03 1.023398e-02 1.297556e-02 1.415775e-02 1.489056e-02 1.599962e-02 2.399154e-02 2.943310e-02 3.382097e-02 3.611618e-02 3.809691e-02 5.808815e-02 7.536625e-02 9.164333e-02 1.079744e-01 1.158623e-01 2.210217e-01 3.842766e-01 6.090262e-01 9.115524e-01 1.334118e+00 1.922109e+00 2.975395e+00 5.745499e+00 4.046478e+01 
1.394915443e+00 6.459971e-03 7.267901e-03 1.062947e-02 1.263453e-02 1.474388e-02 1.540258e-02 2.037346e-02 2.518393e-02 2.925594e-02 3.425552e-02 3.601369e-02 5.755935e-02 7.440880e-02 8.987911e-02 1.063713e-01 1.148615e-01 2.229301e-01 3.852182e-01 5.972691e-01 9.210880e-01 1.335643e+00 1.955538e+00 3.057722e+00 5.586361e+00 3.948991e+01 
1.395290482e+00 1.775140e-03 1.022874e-02 1.508096e-02 1.580869e-02 1.661846e-02 1.748959e-02 2.354521e-02 2.770754e-02 3.099837e-02 3.431582e-02 3.683357e-02 5.709943e-02 7.568078e-02 9.252265e-02 1.085304e-01 1.180863e-01 2.263520e-01 3.813713e-01 5.990199e-01 9.057108e-01 1.315138e+00 1.928901e+00 2.990186e+00 5.692037e+00 4.145978e+01 
1.395760060e+00 6.221204e-03 1.308429e-02 1.383188e-02 1.405659e-02 1.456190e-02 1.464505e-02 2.256561e-02 2.703971e-02 3.224097e-02 3.602361e-02 3.752448e-02 5.762205e-02 7.509576e-02 9.276428e-02 1.110476e-01 1.195286e-01 2.264366e-01 3.842478e-01 5.943583e-01 9.058852e-01 1.296208e+00 1.921053e+00 2.983240e+00 5.862043e+00 3.748329e+01 
1.396231514e+00 1.165422e-02 1.193010e-02 1.359358e-02 1.483746e-02 1.582349e-02 1.691787e-02 2.253339e-02 2.754977e-02 3.067635e-02 3.466754e-02 3.633160e-02 5.930787e-02 7.649272e-02 9.116839e-02 1.088016e-01 1.180803e-01 2.231572e-01 3.878978e-01 6.104002e-01 9.201732e-01 1.314047e+00 1.940377e+00 3.071081e+00 5.673146e+00 4.195552e+01 
1.396543470e+00 6.626523e-03 8.585320e-03 1.174197e-02 1.383111e-02 1.441019e-02 1.654399e-02 2.421197e-02 2.850222e-02 3.233998e-02 3.569210e-02 3.687262e-02 6.090682e-02 7.649800e-02 9.394877e-02 1.111398e-01 1.190740e-01 2.208804e-01 3.841359e-01 6.095233e-01 9.304057e-01 1.327161e+00 1.925234e+00 3.018256e+00 5.690809e+00 3.872265e+01 
1.396976216e+00 7.715715e-03 9.976542e-03 1.174244e-02 1.355626e-02 1.490790e-02 1.541321e-02 2.327672e-02 2.839162e-02 3.156454e-02 3.436388e-02 3.611226e-02 5.775770e-02 7.391015e-02 9.044283e-02 1.053536e-01 1.143414e-01 2.214092e-01 3.844031e-01 6.095972e-01 9.188505e-01 1.321835e+00 1.930842e+00 3.030678e+00 5.751477e+00 4.091618e+01 
1.397398933e+00 9.653078e-03 1.114856e-02 1.123190e-02 1.412387e-02 1.424380e-02 1.468438e-02 2.221209e-02 2.768766e-02 3.089989e-02 3.394184e-02 3.565655e-02 6.001467e-02 7.617499e-02 9.131655e-02 1.067032e-01 1.155910e-01 2.180560e-01 3.839085e-01 6.105148e-01 9.169268e-01 1.308930e+00 1.922445e+00 2.996787e+00 5.827482e+00 3.944579e+01 
1.397770304e+00 7.621166e-03 1.051296e-02 1.384840e-02 1.482990e-02 1.537437e-02 1.630677e-02 2.572970e-02 2.926866e-02 3.312286e-02 3.716042e-02 3.817392e-02 6.063939e-02 7.671763e-02 9.309520e-02 1.089747e-01 1.173345e-01 2.206293e-01 3.851947e-01 6.088805e-01 9.109535e-01 1.300670e+00 1.913109e+00 3.038229e+00 5.812832e+00 4.137291e+01 
1.398206920e+00 7.039372e-03 9.155766e-03 1.371049e-02 1.634067e-02 1.891275e-02 1.892017e-02 2.358065e-02 2.848242e-02 3.096270e-02 3.393106e-02 3.538798e-02 5.941508e-02 7.550966e-02 9.196746e-02 1.080123e-01 1.175321e-01 2.178310e-01 3.816333e-01 6.053171e-01 9.133054e-01 1.325125e+00 1.918229e+00 2.971615e+00 5.679607e+00 4.323440e+01 
1.398614425e+00 3.522063e-03 1.019082e-02 1.387863e-02 1.509688e-02 1.560533e-02 1.568646e-02 2.161313e-02 2.729555e-02 3.057363e-02 3.433550e-02 3.556423e-02 5.907434e-02 7.768582e-02 9.383438e-02 1.099696e-01 1.186307e-01 2.223547e-01 3.854460e-01 5.967289e-01 9.070306e-01 1.317101e+00 1.938989e+00 3.037342e+00 5.735291e+00 3.761883e+01 
1.399137252e+00 9.191722e-03 9.933590e-03 1.331520e-02 1.354010e-02 1.446627e-02 1.469703e-02 2.078676e-02 2.613923e-02 3.220879e-02 3.631100e-02 3.710492e-02 5.845291e-02 7.525023e-02 9.134011e-02 1.068809e-01 1.141020e-01 2.194969e-01 3.931243e-01 6.029577e-01 9.196229e-01 1.311370e+00 1.908109e+00 2.961687e+00 5.723171e+00 4.267502e+01 
1.399540486e+00 7.177859e-03 9.353752e-03 9.915375e-03 1.402066e-02 1.551719e-02 1.570586e-02 2.240237e-02 2.626187e-02 3.085128e-02 3.428825e-02 3.563733e-02 5.679848e-02 7.362663e-02 8.990204e-02 1.088771e-01 1.173394e-01 2.239851e-01 3.815661e-01 5.929659e-01 9.027401e-01 1.339372e+00 1.971921e+00 3.048238e+00 5.659458e+00 4.164645e+01 
1.400015746e+00 4.317573e-03 9.308082e-03 9.714972e-03 1.177397e-02 1.317146e-02 1.375161e-02 2.466220e-02 2.810422e-02 3.133590e-02 3.443625e-02 3.618361e-02 5.789583e-02 7.495123e-02 9.320228e-02 1.089725e-01 1.178223e-01 2.231364e-01 3.823131e-01 6.013953e-01 9.038032e-01 1.335833e+00 1.938946e+00 3.053185e+00 5.709338e+00 3.858835e+01 
1.400296911e+00 3.112884e-03 1.067905e-02 1.169545e-02 1.221022e-02 1.380274e-02 1.384561e-02 2.407276e-02 2.819914e-02 3.079535e-02 3.293798e-02 3.487932e-02 5.905297e-02 7.366558e-02 8.991516e-02 1.067711e-01 1.143220e-01 2.200081e-01 3.794747e-01 6.054766e-01 9.129608e-01 1.327410e+00 1.943676e+00 3.051606e+00 5.711779e+00 4.071648e+01 
1.400588304e+00 6.064557e-03 7.919844e-03 1.258662e-02 1.411019e-02 1.516299e-02 1.537504e-02 2.152617e-02 2.696328e-02 2.936467e-02 3.249974e-02 3.412121e-02 5.557739e-02 7.331084e-02 9.187337e-02 1.088007e-01 1.171398e-01 2.225540e-01 3.898550e-01 6.080948e-01 9.187235e-01 1.316108e+00 1.907618e+00 3.038069e+00 5.719845e+00 4.541771e+01 
1.400914052e+00 3.471858e-03 9.466660e-03 1.043418e-02 1.155944e-02 1.252275e-02 1.254521e-02 2.220240e-02 2.656296e-02 3.189017e-02 3.413641e-02 3.513965e-02 5.561162e-02 7.403569e-02 9.021988e-02 1.062848e-01 1.153161e-01 2.233753e-01 3.813511e-01 6.090185e-01 9.260293e-01 1.344485e+00 1.933176e+00 3.014970e+00 5.591949e+00 3.693454e+01 
1.401311040e+00 4.761128e-03 6.367063e-03 1.111664e-02 1.293198e-02 1.356313e-02 1.361946e-02 2.213356e-02 2.584966e-02 3.090107e-02 3.463024e-02 3.579461e-02 5.627992e-02 7.473916e-02 9.230696e-02 1.089636e-01 1.172592e-01 2.216061e-01 3.900529e-01 6.142688e-01 9.131694e-01 1.334528e+00 1.927377e+00 3.041902e+00 5.644314e+00 4.121711e+01 
1.401701054e+00 5.542563e-03 6.541548e-03 8.273224e-03 1.348557e-02 1.396732e-02 1.408778e-02 2.226445e-02 2.639781e-02 3.086486e-02 3.485222e-02 3.605951e-02 5.745393e-02 7.277915e-02 9.003454e-02 1.097678e-01 1.186698e-01 2.215103e-01 3.925450e-01 6.153849e-01 9.030166e-01 1.314977e+00 1.916978e+00 3.090272e+00 5.737765e+00 3.919933e+01 
1.402131489e+00 4.041093e-03 7.408849e-03 9.028739e-03 1.045136e-02 1.106785e-02 1.214288e-02 1.966313e-02 2.512288e-02 2.994848e-02 3.204263e-02 3.320506e-02 5.591986e-02 7.274328e-02 9.033420e-02 1.066399e-01 1.146830e-01 2.205423e-01 3.893813e-01 6.191881e-01 9.068631e-01 1.316951e+00 1.919528e+00 3.072831e+00 5.730584e+00 4.164309e+01 
1.402474870e+00 8.173428e-03 9.710035e-03 1.176444e-02 1.255863e-02 1.334468e-02 1.459925e-02 1.963874e-02 2.447788e-02 2.850208e-02 3.119410e-02 3.344915e-02 5.579479e-02 7.335279e-02 9.011466e-02 1.065423e-01 1.136915e-01 2.188076e-01 3.834759e-01 6.226386e-01 9.121327e-01 1.323525e+00 1.937111e+00 3.026109e+00 5.815172e+00 4.291629e+01 
1.402734852e+00 2.434467e-03 6.455744e-03 8.868987e-03 1.285320e-02 1.344522e-02 1.393187e-02 2.243887e-02 2.599921e-02 3.114045e-02 3.480825e-02 3.634761e-02 5.636581e-02 7.307048e-02 9.002873e-02 1.070780e-01 1.154533e-01 2.215406e-01 3.864728e-01 6.257782e-01 9.164248e-01 1.336048e+00 1.941826e+00 3.060514e+00 5.682929e+00 3.906484e+01 
1.403058964e+00 5.722419e-03 1.060935e-02 1.150995e-02 1.201114e-02 1.474900e-02 1.534637e-02 2.376122e-02 2.850618e-02 3.204945e-02 3.527433e-02 3.687971e-02 5.607701e-02 7.370387e-02 9.129720e-02 1.076818e-01 1.163463e-01 2.229400e-01 3.851011e-01 6.134764e-01 9.274889e-01 1.339048e+00 1.926326e+00 2.988158e+00 5.688770e+00 4.455725e+01 
1.403423394e+00 3.965261e-03 8.472893e-03 9.306360e-03 1.018494e-02 1.233463e-02 1.292279e-02 2.252075e-02 2.639942e-02 3.020468e-02 3.403864e-02 3.555579e-02 5.713624e-02 7.471183e-02 9.115792e-02 1.074661e-01 1.168323e-01 2.252281e-01 3.892316e-01 6.070153e-01 9.210827e-01 1.334008e+00 1.935394e+00 3.064798e+00 5.713130e+00 3.769765e+01 
1.403784022e+00 8.909017e-03 9.487376e-03 1.048145e-02 1.343177e-02 1.500412e-02 1.524314e-02 2.222379e-02 2.657439e-02 3.066784e-02 3.348493e-02 3.479657e-02 5.571862e-02 7.261522e-02 9.058347e-02 1.081565e-01 1.169713e-01 2.222438e-01 3.953668e-01 6.178135e-01 9.143107e-01 1.309460e+00 1.925552e+00 3.023569e+00 5.780595e+00 3.966159e+01 
1.404096447e+00 5.560867e-03 9.730818e-03 1.202705e-02 1.316293e-02 1.583322e-02 1.608553e-02 2.268405e-02 2.730066e-02 3.163873e-02 3.449498e-02 3.583576e-02 5.719098e-02 7.452910e-02 9.191927e-02 1.080877e-01 1.162637e-01 2.228778e-01 3.869967e-01 6.055373e-01 9.108570e-01 1.345903e+00 1.958927e+00 3.078052e+00 5.783751e+00 4.022974e+01 
1.404458987e+00 1.062333e-02 1.237317e-02 1.377203e-02 1.452406e-02 1.611724e-02 1.818501e-02 2.379974e-02 2.724875e-02 3.061093e-02 3.391353e-02 3.650926e-02 5.806294e-02 7.475967e-02 9.322144e-02 1.095603e-01 1.179470e-01 2.228478e-01 3.890768e-01 6.157573e-01 9.241108e-01 1.331892e+00 1.936519e+00 3.014120e+00 5.828510e+00 3.772334e+01 
1.404860617e+00 9.455813e-03 1.130718e-02 1.281212e-02 1.647475e-02 1.731015e-02 1.770699e-02 2.446737e-02 2.889683e-02 3.174319e-02 3.470939e-02 3.588611e-02 5.764098e-02 7.567721e-02 9.159885e-02 1.062401e-01 1.158985e-01 2.239447e-01 3.919356e-01 6.156844e-01 9.113453e-01 1.324935e+00 1.901984e+00 2.999803e+00 5.727553e+00 4.161139e+01 
1.405244884e+00 5.439746e-03 8.936099e-03 9.876588e-03 1.068734e-02 1.445366e-02 1.451713e-02 2.206520e-02 2.782065e-02 3.118547e-02 3.490916e-02 3.620473e-02 5.687604e-02 7.610648e-02 9.137301e-02 1.081639e-01 1.153340e-01 2.187998e-01 3.911451e-01 6.221725e-01 9.244289e-01 1.323140e+00 1.952206e+00 3.027609e+00 5.825930e+00 4.075009e+01 
1.405646200e+00 4.332650e-03 7.774180e-03 8.039285e-03 9.816090e-03 1.283162e-02 1.302111e-02 2.144767e-02 2.690986e-02 2.990867e-02 3.326443e-02 3.446942e-02 5.622784e-02 7.415919e-02 9.066527e-02 1.069945e-01 1.160240e-01 2.194563e-01 3.778402e-01 6.036335e-01 9.096379e-01 1.328700e+00 1.965679e+00 3.033626e+00 5.791863e+00 4.223863e+01 
1.406076566e+00 6.574626e-03 1.133317e-02 1.413458e-02 1.424356e-02 1.575554e-02 1.595710e-02 2.170203e-02 2.608189e-02 2.944320e-02 3.256740e-02 3.430960e-02 5.507961e-02 7.193732e-02 8.741166e-02 1.057138e-01 1.138914e-01 2.152557e-01 3.811457e-01 6.130785e-01 9.127453e-01 1.324703e+00 1.913224e+00 3.039863e+00 5.678329e+00 3.864517e+01 
1.406546638e+00 9.075957e-03 1.041049e-02 1.151351e-02 1.206482e-02 1.376309e-02 1.410885e-02 2.180419e-02 2.697625e-02 3.032219e-02 3.210635e-02 3.276027e-02 5.558574e-02 7.188988e-02 8.744829e-02 1.034845e-01 1.129496e-01 2.140869e-01 3.773502e-01 6.024120e-01 9.056150e-01 1.310519e+00 1.913439e+00 2.980664e+00 5.646503e+00 3.963172e+01 
1.406993721e+00 7.064058e-03 1.140380e-02 1.332302e-02 1.379625e-02 1.562566e-02 1.565381e-02 2.302598e-02 2.598115e-02 3.190293e-02 3.498155e-02 3.608915e-02 5.755871e-02 7.217021e-02 8.849222e-02 1.033031e-01 1.110153e-01 2.166945e-01 3.784975e-01 6.066908e-01 9.038856e-01 1.311046e+00 1.927613e+00 3.073225e+00 5.739486e+00 4.196336e+01 
1.407426856e+00 7.482325e-03 9.694354e-03 1.306667e-02 1.418190e-02 1.501614e-02 1.519829e-02 2.071321e-02 2.455116e-02 2.917380e-02 3.416428e-02 3.501942e-02 5.884656e-02 7.452281e-02 9.204670e-02 1.064548e-01 1.154183e-01 2.207465e-01 3.812454e-01 6.043737e-01 9.098858e-01 1.322433e+00 1.946015e+00 3.044103e+00 5.845004e+00 3.982744e+01 
1.407751819e+00 1.875500e-03 7.497144e-03 1.115626e-02 1.420491e-02 1.501854e-02 1.544584e-02 2.233351e-02 2.763118e-02 3.151991e-02 3.446275e-02 3.620551e-02 5.773026e-02 7.516444e-02 8.901599e-02 1.056076e-01 1.141166e-01 2.201985e-01 3.828847e-01 6.103382e-01 9.081837e-01 1.337571e+00 1.957875e+00 3.084695e+00 5.725479e+00 4.102498e+01 
1.408163169e+00 6.996422e-03 1.117514e-02 1.216242e-02 1.402355e-02 1.447623e-02 1.467875e-02 2.376381e-02 2.786248e-02 3.113181e-02 3.427309e-02 3.625061e-02 5.907468e-02 7.705250e-02 9.264682e-02 1.066663e-01 1.148979e-01 2.203206e-01 3.823159e-01 6.081167e-01 9.147787e-01 1.334683e+00 1.939852e+00 3.048839e+00 5.733872e+00 4.057129e+01 
1.408557107e+00 5.556236e-03 7.751608e-03 9.295181e-03 9.654678e-03 1.100665e-02 1.112073e-02 1.944327e-02 2.656258e-02 2.980761e-02 3.282582e-02 3.379320e-02 5.764440e-02 7.428656e-02 9.016753e-02 1.055318e-01 1.139218e-01 2.208082e-01 3.834262e-01 6.088856e-01 9.222923e-01 1.329685e+00 1.943776e+00 3.057148e+00 5.738802e+00 4.110087e+01 
1.408942556e+00 7.131755e-03 1.045237e-02 1.111183e-02 1.317045e-02 1.574721e-02 1.575907e-02 2.171080e-02 2.615008e-02 3.171404e-02 3.386220e-02 3.618650e-02 5.779418e-02 7.472642e-02 9.107843e-02 1.060042e-01 1.159392e-01 2.220967e-01 3.843534e-01 6.141921e-01 9.200830e-01 1.316862e+00 1.954983e+00 3.015045e+00 5.718780e+00 4.379994e+01 
1.409459218e+00 6.202514e-03 1.075044e-02 1.109795e-02 1.378360e-02 1.535281e-02 1.571424e-02 2.018904e-02 2.513733e-02 2.915470e-02 3.349135e-02 3.507163e-02 5.737590e-02 7.460202e-02 8.881410e-02 1.052877e-01 1.157353e-01 2.196658e-01 3.825681e-01 6.083499e-01 9.219948e-01 1.326962e+00 1.949406e+00 3.089453e+00 5.805798e+00 3.965295e+01 
1.409932086e+00 5.374566e-03 1.182445e-02 1.204469e-02 1.272586e-02 1.297418e-02 1.301727e-02 2.118939e-02 2.636014e-02 3.018408e-02 3.563940e-02 3.665425e-02 5.665400e-02 7.444939e-02 9.022427e-02 1.051606e-01 1.143925e-01 2.157778e-01 3.774152e-01 6.117815e-01 9.282457e-01 1.346743e+00 1.974651e+00 3.109930e+00 5.684333e+00 4.065114e+01 
1.410323395e+00 1.470010e-03 8.231348e-03 1.249954e-02 1.369930e-02 1.429814e-02 1.488879e-02 2.144236e-02 2.547415e-02 2.931342e-02 3.290606e-02 3.543291e-02 5.648628e-02 7.285451e-02 8.857661e-02 1.032749e-01 1.125786e-01 2.175965e-01 3.855018e-01 6.164057e-01 9.248104e-01 1.337698e+00 1.934510e+00 3.091110e+00 5.869841e+00 4.081050e+01 
1.410697128e+00 5.422214e-03 1.018113e-02 1.237005e-02 1.270027e-02 1.328605e-02 1.335385e-02 2.387210e-02 2.915683e-02 3.235846e-02 3.456181e-02 3.616439e-02 5.780503e-02 7.387489e-02 8.986799e-02 1.030845e-01 1.121184e-01 2.194962e-01 3.808567e-01 6.135280e-01 9.195549e-01 1.326714e+00 1.929703e+00 3.010018e+00 5.694301e+00 4.092543e+01 
1.411084003e+00 5.844776e-03 1.218876e-02 1.401770e-02 1.621585e-02 1.632768e-02 1.645700e-02 2.160710e-02 2.675913e-02 3.105122e-02 3.473206e-02 3.575388e-02 5.936781e-02 7.589256e-02 9.046790e-02 1.048887e-01 1.131040e-01 2.201481e-01 3.849783e-01 6.160609e-01 9.324882e-01 1.331321e+00 1.968196e+00 3.069903e+00 5.779715e+00 3.820905e+01 
1.411488552e+00 6.593328e-03 7.682926e-03 1.006418e-02 1.161202e-02 1.350093e-02 1.452719e-02 2.188391e-02 2.720120e-02 3.014609e-02 3.397362e-02 3.492534e-02 5.671482e-02 7.616552e-02 9.096923e-02 1.054404e-01 1.129609e-01 2.198725e-01 3.747048e-01 6.201061e-01 9.318834e-01 1.340205e+00 1.968103e+00 3.100957e+00 5.731911e+00 4.256643e+01 
1.411966620e+00 3.332615e-03 9.164346e-03 9.612523e-03 1.226988e-02 1.377785e-02 1.546250e-02 2.119184e-02 2.737569e-02 3.083212e-02 3.428565e-02 3.560838e-02 5.518314e-02 7.210910e-02 9.030949e-02 1.068039e-01 1.151504e-01 2.194878e-01 3.826616e-01 6.118157e-01 9.222712e-01 1.343406e+00 1.968778e+00 3.068353e+00 5.866033e+00 4.073456e+01 
1.412404166e+00 7.959482e-03 8.923895e-03 1.147772e-02 1.451402e-02 1.530002e-02 1.551619e-02 2.258129e-02 2.720977e-02 3.138101e-02 3.402677e-02 3.497838e-02 5.551499e-02 7.377724e-02 8.988383e-02 1.057637e-01 1.141645e-01 2.192918e-01 3.856995e-01 6.200648e-01 9.307028e-01 1.327420e+00 1.962950e+00 3.100276e+00 5.697394e+00 3.692894e+01 
1.412895151e+00 7.716597e-03 9.454624e-03 1.103280e-02 1.410717e-02 1.613797e-02 1.621080e-02 2.420908e-02 2.962751e-02 3.328743e-02 3.633013e-02 3.721500e-02 5.649552e-02 7.244695e-02 8.864414e-02 1.050114e-01 1.139898e-01 2.237457e-01 3.892636e-01 6.238576e-01 9.306894e-01 1.338313e+00 1.992508e+00 3.133681e+00 5.842200e+00 3.984843e+01 
1.413372396e+00 6.126592e-03 9.668023e-03 1.103014e-02 1.333358e-02 1.432806e-02 1.452051e-02 2.370690e-02 2.900677e-02 3.277104e-02 3.668645e-02 3.829399e-02 5.898124e-02 7.475894e-02 8.921868e-02 1.055876e-01 1.144013e-01 2.213343e-01 3.850764e-01 6.097432e-01 9.115635e-01 1.329184e+00 1.963736e+00 3.100313e+00 5.817685e+00 4.347660e+01 
1.413791334e+00 9.563970e-03 1.073235e-02 1.108245e-02 1.210510e-02 1.288451e-02 1.368408e-02 2.605167e-02 2.928662e-02 3.282146e-02 3.499302e-02 3.628011e-02 5.814734e-02 7.374358e-02 9.074300e-02 1.073576e-01 1.157400e-01 2.203918e-01 3.817759e-01 6.144412e-01 9.200261e-01 1.351482e+00 1.949871e+00 3.082743e+00 5.727235e+00 3.676081e+01 
1.414169370e+00 6.696398e-03 9.636468e-03 9.792684e-03 1.085040e-02 1.369717e-02 1.377092e-02 2.348049e-02 2.688401e-02 3.103273e-02 3.441471e-02 3.649821e-02 5.759657e-02 7.507625e-02 8.887102e-02 1.071848e-01 1.149666e-01 2.187229e-01 3.884560e-01 6.056995e-01 9.231375e-01 1.334899e+00 1.994508e+00 3.076892e+00 5.803866e+00 4.078666e+01 
1.414467395e+00 5.548452e-03 1.018448e-02 1.078099e-02 1.157199e-02 1.198139e-02 1.268635e-02 2.215350e-02 2.836009e-02 3.176986e-02 3.445454e-02 3.632747e-02 5.534015e-02 7.252511e-02 9.061235e-02 1.067267e-01 1.165055e-01 2.172405e-01 3.775662e-01 6.139934e-01 9.137000e-01 1.313791e+00 1.914574e+00 3.088353e+00 5.786348e+00 4.212938e+01 
1.414893371e+00 6.290142e-03 7.962354e-03 1.241662e-02 1.317309e-02 1.552470e-02 1.622224e-02 2.129554e-02 2.660563e-02 3.120098e-02 3.413433e-02 3.462578e-02 5.629848e-02 7.383070e-02 8.849598e-02 1.056059e-01 1.141860e-01 2.216355e-01 3.869125e-01 6.125605e-01 9.249109e-01 1.325184e+00 1.950997e+00 3.076234e+00 5.892535e+00 4.164878e+01 
1.415273275e+00 4.793844e-03 6.260363e-03 1.286870e-02 1.355888e-02 1.494015e-02 1.568844e-02 2.330513e-02 2.773261e-02 3.101090e-02 3.302161e-02 3.476647e-02 5.772998e-02 7.414308e-02 9.025760e-02 1.076398e-01 1.160619e-01 2.240552e-01 3.873738e-01 6.194491e-01 9.417588e-01 1.343143e+00 1.979491e+00 3.007374e+00 5.702143e+00 4.152454e+01 
1.415664746e+00 9.659492e-03 9.927335e-03 1.095250e-02 1.159087e-02 1.311700e-02 1.338016e-02 2.267112e-02 2.740118e-02 3.180269e-02 3.471469e-02 3.585171e-02 5.789293e-02 7.459424e-02 8.975771e-02 1.059445e-01 1.144362e-01 2.233471e-01 3.869790e-01 6.105347e-01 9.141388e-01 1.334180e+00 1.956549e+00 3.052451e+00 5.760547e+00 3.958750e+01 
1.415951173e+00 1.042080e-02 1.257478e-02 1.401531e-02 1.595271e-02 1.665251e-02 1.689318e-02 2.389777e-02 2.808190e-02 3.011384e-02 3.422673e-02 3.576389e-02 5.644145e-02 7.561873e-02 9.182245e-02 1.076630e-01 1.160678e-01 2.188451e-01 3.847718e-01 6.080816e-01 9.119256e-01 1.310093e+00 1.963636e+00 3.055228e+00 5.751024e+00 4.169958e+01 
1.416377987e+00 7.620295e-03 1.178407e-02 1.237572e-02 1.269211e-02 1.377087e-02 1.386950e-02 2.240564e-02 2.576790e-02 2.888623e-02 3.188033e-02 3.377479e-02 5.618727e-02 7.376301e-02 8.808605e-02 1.054010e-01 1.140893e-01 2.208142e-01 3.846581e-01 6.021307e-01 9.154808e-01 1.327255e+00 1.973066e+00 3.039026e+00 5.777895e+00 3.881136e+01 
1.416643406e+00 6.596002e-03 9.440626e-03 1.249983e-02 1.364124e-02 1.449901e-02 1.493423e-02 2.328873e-02 2.682473e-02 3.034605e-02 3.284519e-02 3.374767e-02 5.639590e-02 7.311284e-02 9.129003e-02 1.074797e-01 1.163488e-01 2.246133e-01 3.898544e-01 6.136582e-01 9.172960e-01 1.335332e+00 1.959026e+00 3.055577e+00 5.798647e+00 4.079000e+01 
1.417084870e+00 8.219950e-03 9.888818e-03 1.343666e-02 1.593860e-02 1.671026e-02 1.680460e-02 2.260593e-02 2.619195e-02 2.901556e-02 3.345365e-02 3.467826e-02 5.513547e-02 7.161875e-02 8.896044e-02 1.061505e-01 1.134533e-01 2.253462e-01 3.897113e-01 6.180440e-01 9.236420e-01 1.355361e+00 1.987505e+00 3.062748e+00 5.757898e+00 4.092341e+01 
1.417380885e+00 5.306324e-03 6.948284e-03 1.212503e-02 1.383093e-02 1.472684e-02 1.480147e-02 2.328790e-02 2.639265e-02 2.937305e-02 3.331736e-02 3.406451e-02 5.584442e-02 7.168365e-02 9.043794e-02 1.072363e-01 1.151188e-01 2.231052e-01 3.900238e-01 6.288343e-01 9.247912e-01 1.357613e+00 1.975227e+00 3.089829e+00 5.885385e+00 3.934218e+01 
1.417733805e+00 4.719847e-03 1.032128e-02 1.278570e-02 1.351554e-02 1.522970e-02 1.571681e-02 2.180732e-02 2.589516e-02 2.878426e-02 3.317928e-02 3.444961e-02 5.497863e-02 7.338773e-02 8.900988e-02 1.042270e-01 1.121865e-01 2.212378e-01 3.840118e-01 6.145654e-01 9.125492e-01 1.344315e+00 2.002354e+00 3.095585e+00 5.838192e+00 4.205048e+01 
1.418106717e+00 4.286031e-03 9.518534e-03 1.181571e-02 1.345108e-02 1.472224e-02 1.646306e-02 2.336780e-02 2.715726e-02 2.980941e-02 3.223930e-02 3.319823e-02 5.561980e-02 7.279123e-02 8.902993e-02 1.075771e-01 1.170398e-01 2.240611e-01 3.895595e-01 6.116008e-01 9.337367e-01 1.365856e+00 1.980781e+00 3.102095e+00 5.955047e+00 4.037344e+01 
1.418403479e+00 6.971009e-03 1.146329e-02 1.366953e-02 1.376635e-02 1.418653e-02 1.570268e-02 2.175045e-02 2.635413e-02 2.939658e-02 3.268634e-02 3.405093e-02 5.612929e-02 7.276725e-02 9.012628e-02 1.082096e-01 1.176905e-01 2.233070e-01 3.885767e-01 6.148748e-01 9.206989e-01 1.346672e+00 1.978662e+00 3.105926e+00 5.838047e+00 4.179518e+01 
