# Lagrange radii [code units]
#1:t 2:r(0.0001) 3:r(0.0003) 4:r(0.0005) 5:r(0.0007) 6:r(0.0009) 7:r(0.001) 8:r(0.003) 9:r(0.005) 10:r(0.007) 11:r(0.009) 12:r(0.01) 13:r(0.03) 14:r(0.05) 15:r(0.07) 16:r(0.09) 17:r(0.1) 18:r(0.2) 19:r(0.3) 20:r(0.4) 21:r(0.5) 22:r(0.6) 23:r(0.7) 24:r(0.8) 25:r(0.9) 26:r(0.99)
1.605985771e+00 2.528596e-03 7.140110e-03 8.034685e-03 9.177740e-03 9.931723e-03 1.005833e-02 1.352538e-02 1.692442e-02 1.925794e-02 2.206346e-02 2.292930e-02 3.646626e-02 5.191808e-02 6.674759e-02 8.322476e-02 9.185672e-02 2.081629e-01 3.977242e-01 6.764515e-01 1.032121e+00 1.518832e+00 2.200121e+00 3.436170e+00 6.676958e+00 5.830399e+01 
1.606108231e+00 5.766553e-03 6.959986e-03 7.338823e-03 9.515871e-03 9.913237e-03 1.014312e-02 1.378650e-02 1.716209e-02 1.900314e-02 2.157504e-02 2.208684e-02 3.765930e-02 5.315811e-02 6.712238e-02 8.224989e-02 9.193357e-02 2.084592e-01 3.963903e-01 6.600244e-01 1.013287e+00 1.483012e+00 2.188320e+00 3.448513e+00 6.900522e+00 6.058982e+01 
1.606236940e+00 4.494963e-03 7.185911e-03 7.445035e-03 9.906007e-03 1.043937e-02 1.084078e-02 1.600377e-02 1.799730e-02 2.004720e-02 2.213558e-02 2.270029e-02 3.869224e-02 5.339496e-02 6.823685e-02 8.267223e-02 9.105565e-02 2.103992e-01 3.971504e-01 6.643636e-01 1.019361e+00 1.515878e+00 2.227935e+00 3.488823e+00 6.671998e+00 5.807667e+01 
1.606354924e+00 1.368398e-03 5.610929e-03 6.749890e-03 7.507999e-03 8.304606e-03 8.862704e-03 1.401948e-02 1.779990e-02 1.970072e-02 2.197841e-02 2.323358e-02 3.789815e-02 5.215497e-02 6.728450e-02 8.232732e-02 9.060244e-02 2.126168e-01 4.069314e-01 6.628260e-01 1.015616e+00 1.496754e+00 2.161037e+00 3.432461e+00 6.648063e+00 5.790716e+01 
1.606507763e+00 2.933159e-03 4.146143e-03 5.667092e-03 6.513993e-03 6.793815e-03 6.806093e-03 1.409056e-02 1.788839e-02 2.126029e-02 2.257783e-02 2.339084e-02 3.864132e-02 5.343775e-02 6.925583e-02 8.406036e-02 9.291175e-02 2.110860e-01 3.952482e-01 6.595276e-01 1.019361e+00 1.497342e+00 2.212044e+00 3.446001e+00 6.712935e+00 6.199966e+01 
1.606648777e+00 3.810885e-03 4.739246e-03 5.442550e-03 5.838725e-03 9.661095e-03 9.937777e-03 1.435837e-02 1.689777e-02 1.989471e-02 2.282867e-02 2.329938e-02 3.958002e-02 5.244090e-02 6.735649e-02 8.190766e-02 9.084205e-02 2.123402e-01 4.134646e-01 6.761880e-01 1.016378e+00 1.483815e+00 2.157823e+00 3.414020e+00 6.734839e+00 5.988309e+01 
1.606756701e+00 2.706052e-03 4.440810e-03 6.762012e-03 7.209297e-03 7.831086e-03 8.379693e-03 1.265834e-02 1.534971e-02 1.740398e-02 2.055963e-02 2.146191e-02 4.005070e-02 5.399626e-02 6.840250e-02 8.364377e-02 9.247255e-02 2.133177e-01 4.031843e-01 6.664463e-01 1.025499e+00 1.504086e+00 2.186884e+00 3.462585e+00 6.746006e+00 5.675484e+01 
1.606872469e+00 4.534848e-03 4.943812e-03 6.276619e-03 7.748585e-03 8.575449e-03 8.753716e-03 1.307276e-02 1.514055e-02 1.797909e-02 2.081764e-02 2.213245e-02 3.817301e-02 5.348368e-02 6.816314e-02 8.491790e-02 9.373057e-02 2.096786e-01 4.072703e-01 6.789281e-01 1.042332e+00 1.522080e+00 2.226335e+00 3.462236e+00 6.764564e+00 5.700777e+01 
1.606976334e+00 5.309634e-03 5.587858e-03 6.039250e-03 6.288512e-03 6.746216e-03 7.561576e-03 1.397593e-02 1.618229e-02 1.826305e-02 2.015669e-02 2.151195e-02 3.914237e-02 5.230080e-02 6.672548e-02 8.134196e-02 8.908225e-02 2.108089e-01 3.992392e-01 6.724885e-01 1.033403e+00 1.511290e+00 2.203046e+00 3.419986e+00 6.772386e+00 5.664017e+01 
1.607088213e+00 2.455988e-03 5.736007e-03 7.161611e-03 7.690132e-03 9.403921e-03 1.022460e-02 1.438139e-02 1.728502e-02 1.974200e-02 2.162080e-02 2.290012e-02 3.948028e-02 5.541332e-02 6.947636e-02 8.273951e-02 8.956746e-02 2.126610e-01 3.997509e-01 6.703975e-01 1.028299e+00 1.496402e+00 2.204842e+00 3.471338e+00 6.711884e+00 6.272659e+01 
1.607188116e+00 5.387601e-03 5.569972e-03 6.622436e-03 7.035585e-03 7.837754e-03 7.973032e-03 1.492158e-02 1.793929e-02 2.032100e-02 2.233962e-02 2.320456e-02 3.860733e-02 5.347603e-02 6.812521e-02 8.386406e-02 9.237092e-02 2.101325e-01 3.995597e-01 6.652843e-01 1.034074e+00 1.512484e+00 2.220848e+00 3.457760e+00 6.788709e+00 5.800934e+01 
1.607353775e+00 4.638518e-03 8.779905e-03 9.386847e-03 9.904423e-03 1.059909e-02 1.075076e-02 1.620550e-02 1.867591e-02 2.148247e-02 2.377696e-02 2.485033e-02 3.896357e-02 5.402701e-02 6.770498e-02 8.253240e-02 9.071164e-02 2.044925e-01 3.948341e-01 6.624640e-01 1.027833e+00 1.514875e+00 2.218803e+00 3.507833e+00 6.907720e+00 5.682180e+01 
1.607527151e+00 5.202091e-03 7.959035e-03 8.757507e-03 9.714215e-03 1.180168e-02 1.221330e-02 1.612506e-02 1.916310e-02 2.125759e-02 2.331803e-02 2.478921e-02 3.937926e-02 5.367551e-02 6.935143e-02 8.496773e-02 9.213874e-02 2.055627e-01 4.065442e-01 6.635881e-01 1.024670e+00 1.493845e+00 2.196142e+00 3.425259e+00 6.706554e+00 5.735892e+01 
1.607700969e+00 3.694086e-03 6.951167e-03 7.123928e-03 9.854056e-03 1.045576e-02 1.082490e-02 1.486658e-02 1.766793e-02 2.041971e-02 2.249008e-02 2.371454e-02 3.911832e-02 5.366959e-02 6.856617e-02 8.361534e-02 9.167702e-02 2.080712e-01 4.046606e-01 6.732490e-01 1.031346e+00 1.522738e+00 2.169159e+00 3.439474e+00 6.763357e+00 6.055911e+01 
1.607839094e+00 2.809836e-03 4.123275e-03 6.884884e-03 8.163261e-03 8.582900e-03 8.733097e-03 1.280291e-02 1.720701e-02 2.085897e-02 2.248371e-02 2.312258e-02 3.977301e-02 5.293853e-02 6.802964e-02 8.312701e-02 9.034317e-02 2.090267e-01 4.067132e-01 6.625839e-01 1.012960e+00 1.483867e+00 2.194370e+00 3.454667e+00 6.613093e+00 5.804639e+01 
1.607954443e+00 4.002830e-03 5.333025e-03 6.490518e-03 8.058036e-03 9.345279e-03 9.826197e-03 1.412262e-02 1.671298e-02 2.010313e-02 2.225756e-02 2.323380e-02 3.911120e-02 5.185159e-02 6.556201e-02 8.162098e-02 8.929041e-02 2.124482e-01 4.115670e-01 6.761079e-01 1.022132e+00 1.483034e+00 2.165293e+00 3.397809e+00 6.679419e+00 5.715070e+01 
1.608103159e+00 5.674054e-03 6.574249e-03 7.907307e-03 8.198160e-03 8.690323e-03 9.055941e-03 1.483119e-02 1.732892e-02 2.032352e-02 2.269648e-02 2.378649e-02 3.922242e-02 5.238064e-02 6.711766e-02 8.039064e-02 9.017564e-02 2.135004e-01 4.067960e-01 6.719169e-01 1.014216e+00 1.489330e+00 2.175991e+00 3.422526e+00 6.739792e+00 5.687108e+01 
1.608235494e+00 5.257031e-03 7.506560e-03 8.774857e-03 9.954017e-03 1.004378e-02 1.024482e-02 1.520470e-02 1.781698e-02 1.967521e-02 2.209683e-02 2.286261e-02 3.926946e-02 5.372619e-02 6.758523e-02 8.288645e-02 9.032608e-02 2.111274e-01 4.037532e-01 6.699317e-01 1.027115e+00 1.498446e+00 2.172671e+00 3.427025e+00 6.581024e+00 5.863129e+01 
1.608375499e+00 5.483024e-03 5.971053e-03 8.377950e-03 1.025656e-02 1.027415e-02 1.044578e-02 1.585655e-02 1.837759e-02 2.035180e-02 2.270731e-02 2.401936e-02 3.940731e-02 5.317818e-02 6.888984e-02 8.344000e-02 9.081203e-02 2.100476e-01 4.109702e-01 6.709691e-01 1.028975e+00 1.506781e+00 2.175196e+00 3.457098e+00 6.710088e+00 5.866192e+01 
1.608527790e+00 2.414763e-03 7.067804e-03 8.091406e-03 8.567494e-03 1.034455e-02 1.142276e-02 1.629404e-02 1.899967e-02 2.220471e-02 2.417729e-02 2.514084e-02 4.038053e-02 5.348776e-02 6.804007e-02 8.321787e-02 9.254339e-02 2.113966e-01 4.099615e-01 6.736468e-01 1.034450e+00 1.501166e+00 2.219500e+00 3.423544e+00 6.688613e+00 5.985391e+01 
1.608640409e+00 2.974897e-03 5.066801e-03 6.843605e-03 8.151552e-03 9.666291e-03 1.012760e-02 1.540734e-02 1.835546e-02 2.018384e-02 2.236942e-02 2.306282e-02 4.019354e-02 5.379761e-02 6.731280e-02 8.231943e-02 9.288865e-02 2.128716e-01 4.051232e-01 6.560464e-01 1.009650e+00 1.514645e+00 2.212276e+00 3.486357e+00 6.670432e+00 5.810095e+01 
1.608761530e+00 4.308110e-03 6.019998e-03 7.465026e-03 9.328181e-03 9.697959e-03 9.764058e-03 1.497982e-02 1.844999e-02 2.076074e-02 2.280444e-02 2.405205e-02 4.048767e-02 5.380846e-02 6.778607e-02 8.268968e-02 9.066385e-02 2.116713e-01 4.088806e-01 6.728019e-01 1.018934e+00 1.513289e+00 2.173273e+00 3.387842e+00 6.559252e+00 5.640237e+01 
1.608907607e+00 3.017837e-03 7.111453e-03 7.570490e-03 9.185073e-03 9.934681e-03 9.941614e-03 1.507731e-02 1.879941e-02 2.100572e-02 2.241131e-02 2.325877e-02 4.046753e-02 5.506757e-02 6.841102e-02 8.257035e-02 8.963990e-02 2.115634e-01 4.007341e-01 6.769720e-01 1.040053e+00 1.514574e+00 2.207823e+00 3.447657e+00 6.600636e+00 5.852557e+01 
1.609047440e+00 3.146242e-03 6.931196e-03 7.444058e-03 7.882575e-03 9.418936e-03 9.429957e-03 1.446803e-02 1.717606e-02 1.978327e-02 2.219091e-02 2.301814e-02 3.883187e-02 5.301968e-02 6.706514e-02 8.201828e-02 9.060485e-02 2.114506e-01 4.034484e-01 6.633523e-01 1.026829e+00 1.515258e+00 2.212484e+00 3.466989e+00 6.886087e+00 6.029547e+01 
1.609181627e+00 2.710810e-03 3.829614e-03 4.774279e-03 6.654013e-03 8.349097e-03 9.029443e-03 1.400075e-02 1.712315e-02 1.995501e-02 2.238563e-02 2.338332e-02 3.932163e-02 5.297222e-02 6.706831e-02 8.143589e-02 8.994240e-02 2.072176e-01 4.070677e-01 6.807933e-01 1.039081e+00 1.498028e+00 2.205376e+00 3.413574e+00 6.669708e+00 5.942496e+01 
1.609353988e+00 1.766050e-03 5.340558e-03 6.167017e-03 7.438924e-03 8.842417e-03 9.326063e-03 1.425788e-02 1.737870e-02 1.973119e-02 2.158752e-02 2.231822e-02 3.889446e-02 5.440439e-02 6.677797e-02 8.511433e-02 9.288261e-02 2.066482e-01 4.062078e-01 6.730089e-01 1.037584e+00 1.505795e+00 2.208643e+00 3.451480e+00 6.838782e+00 5.757223e+01 
1.609502831e+00 3.175546e-03 4.253630e-03 7.856905e-03 9.842399e-03 1.008802e-02 1.108725e-02 1.502544e-02 1.753052e-02 2.094346e-02 2.280101e-02 2.383308e-02 3.902135e-02 5.424020e-02 6.959730e-02 8.342324e-02 9.191778e-02 2.056057e-01 4.014495e-01 6.734436e-01 1.026111e+00 1.499246e+00 2.204380e+00 3.449744e+00 6.778345e+00 5.893969e+01 
1.609684041e+00 4.149664e-03 7.361052e-03 9.364837e-03 9.742731e-03 1.007061e-02 1.118174e-02 1.601496e-02 1.788822e-02 2.127477e-02 2.378286e-02 2.448170e-02 4.091189e-02 5.397975e-02 6.687108e-02 8.306014e-02 9.150737e-02 2.062431e-01 4.063159e-01 6.722331e-01 1.011746e+00 1.480958e+00 2.188784e+00 3.423945e+00 6.705765e+00 5.463624e+01 
1.609814127e+00 7.139121e-03 8.272345e-03 9.773086e-03 1.036667e-02 1.258632e-02 1.278938e-02 1.576546e-02 1.850078e-02 2.136271e-02 2.386491e-02 2.483028e-02 4.108063e-02 5.440348e-02 6.768714e-02 8.412110e-02 9.179586e-02 2.107024e-01 4.009485e-01 6.716223e-01 1.031368e+00 1.500703e+00 2.204005e+00 3.508739e+00 6.809920e+00 5.760738e+01 
1.609932554e+00 6.203718e-03 6.881043e-03 8.547771e-03 9.904386e-03 1.020188e-02 1.034134e-02 1.492942e-02 1.816552e-02 2.067882e-02 2.268699e-02 2.346039e-02 3.904576e-02 5.304032e-02 6.591389e-02 8.041745e-02 9.043635e-02 2.092028e-01 4.045864e-01 6.769912e-01 1.021170e+00 1.503413e+00 2.210671e+00 3.444813e+00 6.623494e+00 5.661671e+01 
1.610088706e+00 4.510253e-03 5.923653e-03 7.711208e-03 8.611017e-03 9.001455e-03 9.407064e-03 1.413789e-02 1.641667e-02 1.884653e-02 2.178292e-02 2.238228e-02 3.775049e-02 5.121290e-02 6.545155e-02 7.866325e-02 8.644302e-02 2.034946e-01 4.076057e-01 6.666236e-01 1.033679e+00 1.514852e+00 2.211896e+00 3.492990e+00 6.657583e+00 5.698805e+01 
1.610218274e+00 3.461720e-03 7.821164e-03 8.389223e-03 8.562320e-03 9.009093e-03 9.730634e-03 1.538985e-02 1.786057e-02 1.948044e-02 2.081973e-02 2.149862e-02 3.646941e-02 5.072665e-02 6.488379e-02 7.959181e-02 8.777517e-02 2.076301e-01 4.024924e-01 6.634767e-01 1.011624e+00 1.502049e+00 2.208196e+00 3.428175e+00 6.847922e+00 6.112298e+01 
1.610328797e+00 4.761393e-03 7.089139e-03 8.719123e-03 9.394599e-03 1.105159e-02 1.124113e-02 1.597131e-02 1.791215e-02 1.995498e-02 2.249540e-02 2.356954e-02 3.837047e-02 5.101370e-02 6.434110e-02 8.095650e-02 8.940683e-02 2.087972e-01 4.130850e-01 6.691561e-01 1.027089e+00 1.507142e+00 2.243945e+00 3.476378e+00 6.659410e+00 5.824567e+01 
1.610497861e+00 7.960818e-03 8.310189e-03 8.633103e-03 8.940033e-03 9.619090e-03 9.705375e-03 1.312382e-02 1.549381e-02 2.039978e-02 2.273694e-02 2.349926e-02 3.832299e-02 5.246645e-02 6.515766e-02 7.868136e-02 8.725492e-02 2.047763e-01 4.051867e-01 6.807473e-01 1.022863e+00 1.495130e+00 2.196549e+00 3.431947e+00 6.804647e+00 5.899892e+01 
1.610611059e+00 4.278337e-03 7.882514e-03 8.250306e-03 9.398705e-03 9.952628e-03 1.016297e-02 1.392983e-02 1.738797e-02 1.938105e-02 2.119533e-02 2.227045e-02 3.897600e-02 5.166504e-02 6.637074e-02 8.087904e-02 8.902426e-02 2.087336e-01 4.066095e-01 6.763334e-01 1.024983e+00 1.473513e+00 2.207139e+00 3.408948e+00 6.788453e+00 5.503275e+01 
1.610721263e+00 2.955486e-03 4.194146e-03 6.946442e-03 8.696991e-03 9.359524e-03 9.703529e-03 1.486423e-02 1.782238e-02 1.971077e-02 2.197184e-02 2.290007e-02 3.848774e-02 5.256027e-02 6.628220e-02 8.212340e-02 9.106463e-02 2.059000e-01 4.044131e-01 6.690782e-01 1.011965e+00 1.474012e+00 2.198181e+00 3.459452e+00 6.659893e+00 5.746444e+01 
1.610905057e+00 3.652552e-03 7.023122e-03 7.681908e-03 8.394748e-03 9.175952e-03 9.536340e-03 1.557020e-02 1.767633e-02 1.993448e-02 2.198815e-02 2.259451e-02 3.776421e-02 5.273015e-02 6.728622e-02 8.063937e-02 8.941039e-02 2.052472e-01 4.037075e-01 6.650893e-01 1.017745e+00 1.502991e+00 2.196545e+00 3.461343e+00 6.815383e+00 6.485900e+01 
1.611068388e+00 4.577744e-03 6.077251e-03 7.338687e-03 8.737370e-03 9.213292e-03 9.716043e-03 1.395023e-02 1.744653e-02 1.948156e-02 2.207747e-02 2.290015e-02 3.867820e-02 5.350413e-02 6.720292e-02 8.190451e-02 8.952357e-02 2.107107e-01 4.120249e-01 6.811672e-01 1.040903e+00 1.530145e+00 2.246003e+00 3.530823e+00 6.859805e+00 5.657723e+01 
1.611223313e+00 5.450722e-03 6.989080e-03 7.989151e-03 8.935925e-03 9.525655e-03 9.679542e-03 1.458678e-02 1.783378e-02 2.023092e-02 2.263929e-02 2.368985e-02 3.843844e-02 5.163620e-02 6.534715e-02 8.070322e-02 8.907991e-02 2.053798e-01 4.005817e-01 6.693163e-01 1.035911e+00 1.492444e+00 2.160705e+00 3.394630e+00 6.630542e+00 5.925876e+01 
1.611388459e+00 2.155071e-03 5.576648e-03 8.930263e-03 9.653550e-03 1.086622e-02 1.087972e-02 1.418985e-02 1.693018e-02 1.982025e-02 2.254473e-02 2.311811e-02 3.887519e-02 5.016787e-02 6.646444e-02 8.096675e-02 8.831539e-02 2.100944e-01 4.109122e-01 6.895837e-01 1.042188e+00 1.517532e+00 2.215491e+00 3.472520e+00 6.722711e+00 5.733383e+01 
1.611591988e+00 5.479152e-03 6.339835e-03 6.731015e-03 7.190840e-03 8.157308e-03 8.427924e-03 1.685432e-02 1.963582e-02 2.189808e-02 2.358651e-02 2.468060e-02 3.913169e-02 5.081856e-02 6.491038e-02 7.822711e-02 8.900739e-02 2.035391e-01 4.039046e-01 6.810709e-01 1.027260e+00 1.500433e+00 2.176229e+00 3.384725e+00 6.641662e+00 5.653946e+01 
1.611801108e+00 6.207807e-03 8.618906e-03 8.787095e-03 1.042684e-02 1.105821e-02 1.128964e-02 1.548038e-02 1.890859e-02 2.072011e-02 2.316728e-02 2.345272e-02 3.823659e-02 5.137818e-02 6.438768e-02 8.184355e-02 9.076199e-02 2.113855e-01 4.009568e-01 6.611709e-01 1.020398e+00 1.506963e+00 2.178274e+00 3.421759e+00 6.784473e+00 5.665446e+01 
1.611968557e+00 5.136064e-03 5.826928e-03 6.801900e-03 7.522824e-03 9.112229e-03 9.392938e-03 1.626804e-02 1.886818e-02 2.169255e-02 2.344321e-02 2.451803e-02 4.047917e-02 5.354403e-02 6.606378e-02 8.222606e-02 9.003409e-02 2.156726e-01 4.036299e-01 6.818718e-01 1.030190e+00 1.491621e+00 2.154544e+00 3.418458e+00 6.653365e+00 5.618454e+01 
1.612153190e+00 4.912410e-03 5.804681e-03 6.185469e-03 7.883507e-03 8.903262e-03 9.856699e-03 1.495431e-02 1.789676e-02 2.069477e-02 2.273815e-02 2.374526e-02 3.856735e-02 5.236573e-02 6.696861e-02 8.308654e-02 9.207154e-02 2.153889e-01 4.076316e-01 6.760382e-01 1.042198e+00 1.499065e+00 2.222189e+00 3.524114e+00 6.919980e+00 5.680653e+01 
1.612295865e+00 4.940534e-03 5.356724e-03 6.008978e-03 6.888570e-03 7.718149e-03 7.787166e-03 1.281242e-02 1.632698e-02 1.992190e-02 2.195050e-02 2.312614e-02 3.866333e-02 5.346472e-02 6.692969e-02 8.343722e-02 9.202567e-02 2.083359e-01 4.042201e-01 6.732596e-01 1.022803e+00 1.501569e+00 2.206870e+00 3.434457e+00 6.708133e+00 5.755670e+01 
1.612427480e+00 4.066482e-03 5.444712e-03 7.618531e-03 8.989991e-03 9.337333e-03 9.742609e-03 1.389677e-02 1.903384e-02 2.162365e-02 2.416561e-02 2.488623e-02 3.819333e-02 5.212751e-02 6.817218e-02 8.352625e-02 9.137195e-02 2.141570e-01 4.177139e-01 6.771724e-01 1.019528e+00 1.495320e+00 2.189555e+00 3.458637e+00 6.783680e+00 5.954101e+01 
1.612602059e+00 2.327139e-03 6.444464e-03 7.511362e-03 7.893353e-03 8.115098e-03 8.254888e-03 1.295979e-02 1.638413e-02 1.893649e-02 2.337426e-02 2.433032e-02 3.926443e-02 5.271878e-02 6.616295e-02 8.211793e-02 9.133557e-02 2.103866e-01 4.070061e-01 6.703608e-01 1.028847e+00 1.493583e+00 2.211324e+00 3.447021e+00 6.758981e+00 5.612960e+01 
1.612687201e+00 3.293727e-03 4.795491e-03 9.236264e-03 9.451314e-03 1.046854e-02 1.067891e-02 1.467086e-02 1.765027e-02 1.923180e-02 2.216633e-02 2.278820e-02 3.910517e-02 5.128940e-02 6.487041e-02 8.119048e-02 9.005231e-02 2.059956e-01 4.043677e-01 6.675829e-01 1.021522e+00 1.488197e+00 2.190093e+00 3.407142e+00 6.831275e+00 6.022241e+01 
1.612840727e+00 6.917771e-03 8.110376e-03 8.930995e-03 1.017556e-02 1.120466e-02 1.128894e-02 1.591838e-02 1.859930e-02 2.174288e-02 2.337643e-02 2.455168e-02 3.785779e-02 5.132138e-02 6.558433e-02 8.126270e-02 9.069117e-02 2.059236e-01 4.034674e-01 6.768709e-01 1.047342e+00 1.514207e+00 2.215985e+00 3.457325e+00 6.617969e+00 6.051167e+01 
1.613012940e+00 3.829823e-03 5.675448e-03 7.450240e-03 9.547730e-03 9.854486e-03 1.083262e-02 1.627641e-02 1.976252e-02 2.225980e-02 2.438260e-02 2.534286e-02 3.871123e-02 5.257968e-02 6.770028e-02 8.264755e-02 9.156930e-02 2.043908e-01 4.049409e-01 6.819377e-01 1.040107e+00 1.537510e+00 2.254605e+00 3.492110e+00 6.628716e+00 5.480297e+01 
1.613163722e+00 2.388634e-03 5.380344e-03 6.372081e-03 6.851489e-03 7.837568e-03 8.735652e-03 1.545608e-02 1.868448e-02 2.177835e-02 2.319442e-02 2.385528e-02 4.054555e-02 5.434271e-02 6.629148e-02 8.158815e-02 9.056832e-02 2.096721e-01 4.022050e-01 6.811189e-01 1.028073e+00 1.507748e+00 2.230955e+00 3.526808e+00 6.803909e+00 5.609226e+01 
1.613345044e+00 2.894977e-03 7.082396e-03 8.153303e-03 8.689110e-03 8.864219e-03 9.554137e-03 1.636105e-02 1.863221e-02 2.009527e-02 2.202030e-02 2.299242e-02 3.839462e-02 5.217369e-02 6.599841e-02 8.242608e-02 9.065742e-02 2.105934e-01 4.082398e-01 6.836661e-01 1.014100e+00 1.504098e+00 2.223688e+00 3.468803e+00 6.805681e+00 5.648971e+01 
1.613519811e+00 2.720919e-03 3.499514e-03 4.104870e-03 7.427193e-03 8.592868e-03 9.022200e-03 1.384424e-02 1.724001e-02 1.960760e-02 2.241319e-02 2.335226e-02 3.696778e-02 5.175743e-02 6.677699e-02 8.119615e-02 8.864210e-02 2.122547e-01 4.058177e-01 6.795178e-01 1.037199e+00 1.509040e+00 2.194859e+00 3.438580e+00 6.812323e+00 5.716629e+01 
1.613681511e+00 5.312322e-03 8.386192e-03 9.198039e-03 1.117166e-02 1.227124e-02 1.229955e-02 1.650445e-02 1.847490e-02 2.056275e-02 2.283799e-02 2.424565e-02 3.809066e-02 5.136047e-02 6.592959e-02 8.138965e-02 8.998813e-02 2.170397e-01 4.170338e-01 6.781439e-01 1.043760e+00 1.518098e+00 2.184415e+00 3.424475e+00 6.565397e+00 6.022388e+01 
1.613825096e+00 4.883340e-03 6.902792e-03 9.203590e-03 9.345705e-03 9.462639e-03 9.687323e-03 1.510564e-02 1.856996e-02 2.219054e-02 2.422887e-02 2.562860e-02 3.961660e-02 5.158033e-02 6.661879e-02 8.291695e-02 9.004450e-02 2.115570e-01 4.038878e-01 6.773730e-01 1.039554e+00 1.516670e+00 2.209148e+00 3.421655e+00 6.576564e+00 6.006043e+01 
1.614007107e+00 5.439337e-03 8.278924e-03 9.013947e-03 9.742399e-03 1.062662e-02 1.068498e-02 1.549810e-02 1.792385e-02 1.971900e-02 2.215616e-02 2.354763e-02 3.906828e-02 5.196140e-02 6.595532e-02 8.035741e-02 8.963188e-02 2.089650e-01 4.035394e-01 6.718165e-01 1.013397e+00 1.494030e+00 2.186398e+00 3.476343e+00 6.780978e+00 5.852660e+01 
1.614145368e+00 2.910801e-03 5.827348e-03 7.595075e-03 9.090382e-03 9.200424e-03 9.264683e-03 1.498610e-02 1.849715e-02 2.069100e-02 2.382688e-02 2.444236e-02 3.984123e-02 5.249955e-02 6.610028e-02 7.940422e-02 8.892352e-02 2.079641e-01 3.946601e-01 6.710706e-01 1.021145e+00 1.490999e+00 2.188095e+00 3.395185e+00 6.540744e+00 6.128773e+01 
1.614313796e+00 4.199037e-03 6.858295e-03 7.302762e-03 7.479134e-03 9.253890e-03 9.871408e-03 1.490203e-02 1.790953e-02 2.038910e-02 2.258249e-02 2.336022e-02 3.851444e-02 5.042791e-02 6.385082e-02 7.986642e-02 8.856263e-02 2.093380e-01 4.083808e-01 6.786568e-01 1.017386e+00 1.485514e+00 2.161393e+00 3.426857e+00 6.683070e+00 5.861324e+01 
1.614508462e+00 4.363508e-03 5.390503e-03 7.829759e-03 8.863736e-03 1.048093e-02 1.048975e-02 1.510141e-02 1.805470e-02 2.008159e-02 2.211180e-02 2.292257e-02 3.831921e-02 5.179422e-02 6.531926e-02 8.051689e-02 8.827695e-02 2.086514e-01 4.016684e-01 6.721613e-01 1.035276e+00 1.491285e+00 2.179061e+00 3.394976e+00 6.684610e+00 6.097365e+01 
1.614634618e+00 2.303526e-03 6.672425e-03 7.989460e-03 8.417289e-03 1.049815e-02 1.062095e-02 1.579912e-02 1.825527e-02 2.080257e-02 2.199132e-02 2.293816e-02 3.893737e-02 5.332970e-02 6.719656e-02 8.031258e-02 8.727368e-02 2.074886e-01 4.053235e-01 6.884724e-01 1.051137e+00 1.517989e+00 2.197874e+00 3.490036e+00 6.727215e+00 5.910904e+01 
1.614753406e+00 3.235452e-03 6.816057e-03 7.886245e-03 8.938673e-03 1.043124e-02 1.046142e-02 1.519748e-02 1.863886e-02 2.113755e-02 2.323886e-02 2.402050e-02 3.890313e-02 5.166444e-02 6.460337e-02 7.913370e-02 8.695299e-02 2.121352e-01 4.093426e-01 6.828559e-01 1.040438e+00 1.516689e+00 2.207554e+00 3.405589e+00 6.706717e+00 5.771699e+01 
1.614857521e+00 5.205381e-03 6.189838e-03 6.528160e-03 6.864250e-03 8.248759e-03 8.648767e-03 1.394615e-02 1.633617e-02 1.861720e-02 2.131159e-02 2.232141e-02 3.984658e-02 5.413538e-02 6.764783e-02 8.095170e-02 8.929061e-02 2.087238e-01 3.972374e-01 6.877646e-01 1.046124e+00 1.495330e+00 2.192025e+00 3.447539e+00 6.539035e+00 5.764049e+01 
1.614979993e+00 1.485728e-03 7.153393e-03 7.802836e-03 9.584959e-03 9.842075e-03 1.023383e-02 1.498951e-02 1.748839e-02 2.052819e-02 2.297005e-02 2.455759e-02 4.053815e-02 5.463313e-02 6.795794e-02 8.206199e-02 8.988135e-02 2.133830e-01 4.064419e-01 6.792249e-01 1.027962e+00 1.517414e+00 2.208705e+00 3.500392e+00 6.760174e+00 6.001471e+01 
1.615114886e+00 5.283776e-03 7.343106e-03 7.550964e-03 9.048093e-03 1.041339e-02 1.044381e-02 1.614359e-02 1.885430e-02 2.064286e-02 2.279802e-02 2.381597e-02 4.020625e-02 5.410267e-02 6.856523e-02 8.195283e-02 8.823827e-02 2.069260e-01 4.081923e-01 6.816333e-01 1.018938e+00 1.507834e+00 2.203212e+00 3.440260e+00 6.682078e+00 5.564761e+01 
1.615292089e+00 3.249194e-03 6.514357e-03 7.724270e-03 9.205789e-03 9.564193e-03 9.597409e-03 1.524434e-02 1.759394e-02 2.014448e-02 2.221488e-02 2.326359e-02 3.916758e-02 5.135815e-02 6.645579e-02 8.106746e-02 8.965218e-02 2.089993e-01 4.085212e-01 6.816644e-01 1.053934e+00 1.507899e+00 2.209043e+00 3.488567e+00 6.637975e+00 5.851557e+01 
