# Lagrange radii [code units]
#1:t 2:r(0.0001) 3:r(0.0003) 4:r(0.0005) 5:r(0.0007) 6:r(0.0009) 7:r(0.001) 8:r(0.003) 9:r(0.005) 10:r(0.007) 11:r(0.009) 12:r(0.01) 13:r(0.03) 14:r(0.05) 15:r(0.07) 16:r(0.09) 17:r(0.1) 18:r(0.2) 19:r(0.3) 20:r(0.4) 21:r(0.5) 22:r(0.6) 23:r(0.7) 24:r(0.8) 25:r(0.9) 26:r(0.99)
2.397748077e-03 5.854672e-02 8.723015e-02 8.726113e-02 8.728878e-02 9.101938e-02 9.444000e-02 1.508302e-01 1.765507e-01 1.973029e-01 2.124063e-01 2.198978e-01 3.083044e-01 3.634325e-01 4.029853e-01 4.413417e-01 4.585389e-01 6.158718e-01 7.627820e-01 9.137817e-01 1.083598e+00 1.275892e+00 1.519488e+00 1.850229e+00 2.373286e+00 3.703528e+00 
2.507310648e-03 5.744765e-02 7.577298e-02 9.058478e-02 9.789215e-02 1.020430e-01 1.058526e-01 1.611726e-01 1.882870e-01 1.986587e-01 2.129606e-01 2.199867e-01 3.099182e-01 3.615167e-01 4.042092e-01 4.423982e-01 4.625562e-01 6.220173e-01 7.664812e-01 9.120121e-01 1.079685e+00 1.277699e+00 1.527874e+00 1.861220e+00 2.379177e+00 3.747533e+00 
2.587849527e-03 6.702079e-02 7.063846e-02 7.205051e-02 7.256488e-02 7.413797e-02 7.878411e-02 1.421982e-01 1.742378e-01 1.999713e-01 2.162220e-01 2.238859e-01 3.132390e-01 3.614397e-01 4.085481e-01 4.471665e-01 4.667279e-01 6.213130e-01 7.641544e-01 9.107359e-01 1.079672e+00 1.276317e+00 1.529614e+00 1.857045e+00 2.381829e+00 3.739383e+00 
2.683251301e-03 4.454153e-02 7.684949e-02 7.694174e-02 7.696481e-02 9.079606e-02 9.563616e-02 1.502523e-01 1.776556e-01 2.011482e-01 2.189318e-01 2.250431e-01 3.086540e-01 3.590725e-01 4.050302e-01 4.466721e-01 4.649724e-01 6.146623e-01 7.628589e-01 9.120766e-01 1.083596e+00 1.275389e+00 1.536815e+00 1.869140e+00 2.393305e+00 3.732780e+00 
2.783413703e-03 6.497959e-02 8.376072e-02 9.683312e-02 1.088117e-01 1.159672e-01 1.197471e-01 1.559309e-01 1.784751e-01 2.017062e-01 2.174804e-01 2.243059e-01 3.096613e-01 3.634443e-01 4.106040e-01 4.495396e-01 4.679731e-01 6.191353e-01 7.657694e-01 9.117884e-01 1.084791e+00 1.279521e+00 1.521687e+00 1.847426e+00 2.358734e+00 3.705043e+00 
2.890441007e-03 6.669044e-02 9.388704e-02 9.618730e-02 1.070217e-01 1.173528e-01 1.192867e-01 1.613596e-01 1.854354e-01 2.059607e-01 2.223961e-01 2.297060e-01 3.112646e-01 3.650212e-01 4.078169e-01 4.464400e-01 4.664067e-01 6.163946e-01 7.619307e-01 9.185082e-01 1.097385e+00 1.293872e+00 1.536705e+00 1.866380e+00 2.407248e+00 3.727203e+00 
3.004028418e-03 6.958127e-02 8.509824e-02 9.579653e-02 1.022252e-01 1.135167e-01 1.181736e-01 1.576088e-01 1.879167e-01 2.041428e-01 2.207313e-01 2.249729e-01 3.166956e-01 3.689084e-01 4.124561e-01 4.522790e-01 4.713428e-01 6.221732e-01 7.642754e-01 9.145756e-01 1.090449e+00 1.291609e+00 1.545216e+00 1.875195e+00 2.394461e+00 3.701506e+00 
3.095141646e-03 4.642105e-02 6.491936e-02 8.345749e-02 1.036083e-01 1.120875e-01 1.176383e-01 1.665366e-01 1.880380e-01 2.096923e-01 2.198776e-01 2.301539e-01 3.120058e-01 3.683571e-01 4.122205e-01 4.532303e-01 4.709534e-01 6.298295e-01 7.768685e-01 9.335298e-01 1.096038e+00 1.294447e+00 1.544006e+00 1.874527e+00 2.393350e+00 3.693464e+00 
3.162190682e-03 5.673956e-02 9.022538e-02 1.030947e-01 1.071653e-01 1.096522e-01 1.185233e-01 1.586021e-01 1.810005e-01 2.035103e-01 2.216839e-01 2.281709e-01 3.068572e-01 3.568887e-01 4.075233e-01 4.513774e-01 4.649479e-01 6.311726e-01 7.792342e-01 9.260400e-01 1.096617e+00 1.300384e+00 1.547348e+00 1.880863e+00 2.388731e+00 3.716136e+00 
3.232142652e-03 4.809686e-02 7.583057e-02 8.506081e-02 9.771104e-02 1.090617e-01 1.147629e-01 1.665138e-01 1.934381e-01 2.097007e-01 2.229756e-01 2.249502e-01 3.070703e-01 3.628183e-01 4.075298e-01 4.492280e-01 4.692478e-01 6.295551e-01 7.737587e-01 9.290538e-01 1.105415e+00 1.312284e+00 1.564533e+00 1.898660e+00 2.411043e+00 3.769865e+00 
3.320231761e-03 5.998657e-02 6.040388e-02 6.662871e-02 7.193971e-02 8.616701e-02 8.753808e-02 1.514718e-01 1.862290e-01 2.077760e-01 2.233847e-01 2.300869e-01 3.094488e-01 3.683136e-01 4.077978e-01 4.453643e-01 4.621009e-01 6.275383e-01 7.797587e-01 9.329073e-01 1.095610e+00 1.298782e+00 1.542140e+00 1.888950e+00 2.428223e+00 3.716301e+00 
3.427057468e-03 6.031900e-02 7.698567e-02 8.304499e-02 9.902124e-02 1.076806e-01 1.132652e-01 1.578866e-01 1.848270e-01 2.054744e-01 2.231955e-01 2.279485e-01 3.151588e-01 3.654494e-01 4.148393e-01 4.598823e-01 4.747408e-01 6.378449e-01 7.838129e-01 9.360006e-01 1.096777e+00 1.293487e+00 1.554619e+00 1.890779e+00 2.414873e+00 3.721752e+00 
3.488352375e-03 6.188272e-02 7.520357e-02 8.448298e-02 9.679401e-02 1.096350e-01 1.142031e-01 1.665354e-01 1.924572e-01 2.148227e-01 2.307344e-01 2.363065e-01 3.155181e-01 3.712781e-01 4.147416e-01 4.571571e-01 4.755474e-01 6.348510e-01 7.821205e-01 9.310248e-01 1.102485e+00 1.310796e+00 1.559056e+00 1.883513e+00 2.404064e+00 3.739366e+00 
3.580461873e-03 6.939755e-02 9.123319e-02 9.791368e-02 1.051095e-01 1.192378e-01 1.220505e-01 1.670106e-01 1.944535e-01 2.167819e-01 2.319171e-01 2.331520e-01 3.140458e-01 3.705158e-01 4.173883e-01 4.566302e-01 4.749956e-01 6.348682e-01 7.887285e-01 9.457446e-01 1.117178e+00 1.313028e+00 1.569811e+00 1.898099e+00 2.431176e+00 3.723673e+00 
3.651019070e-03 5.976658e-02 8.283279e-02 9.219842e-02 1.034219e-01 1.122043e-01 1.156808e-01 1.451004e-01 1.789362e-01 2.029464e-01 2.254584e-01 2.330617e-01 3.171299e-01 3.779958e-01 4.240701e-01 4.603777e-01 4.796427e-01 6.390431e-01 7.905947e-01 9.446264e-01 1.116868e+00 1.314644e+00 1.566029e+00 1.902061e+00 2.416227e+00 3.780290e+00 
3.710671450e-03 6.469536e-02 8.904673e-02 9.218149e-02 1.067557e-01 1.096716e-01 1.143503e-01 1.496370e-01 1.828365e-01 2.047788e-01 2.178440e-01 2.265606e-01 3.218762e-01 3.773714e-01 4.250514e-01 4.636874e-01 4.847985e-01 6.363594e-01 7.839599e-01 9.371525e-01 1.104311e+00 1.309827e+00 1.560763e+00 1.894578e+00 2.417503e+00 3.727223e+00 
3.774121926e-03 5.327915e-02 7.310405e-02 9.858886e-02 1.065105e-01 1.152516e-01 1.154856e-01 1.661528e-01 1.986680e-01 2.171489e-01 2.322878e-01 2.423290e-01 3.270794e-01 3.766457e-01 4.193159e-01 4.581544e-01 4.763380e-01 6.352254e-01 7.877090e-01 9.394624e-01 1.111318e+00 1.312033e+00 1.567410e+00 1.898253e+00 2.414154e+00 3.763693e+00 
3.826784574e-03 5.913364e-02 7.165097e-02 8.443450e-02 9.591879e-02 1.095451e-01 1.148628e-01 1.638998e-01 1.919224e-01 2.124787e-01 2.282136e-01 2.368397e-01 3.217180e-01 3.764457e-01 4.224635e-01 4.569010e-01 4.764384e-01 6.363845e-01 7.880535e-01 9.380305e-01 1.111509e+00 1.314811e+00 1.571308e+00 1.910480e+00 2.400308e+00 3.707035e+00 
3.879600638e-03 3.863511e-02 4.229585e-02 4.895663e-02 6.357376e-02 8.115647e-02 9.166656e-02 1.536479e-01 1.801462e-01 2.056492e-01 2.247224e-01 2.343577e-01 3.273982e-01 3.817807e-01 4.223067e-01 4.630789e-01 4.823784e-01 6.420860e-01 7.900849e-01 9.427723e-01 1.114110e+00 1.319180e+00 1.569439e+00 1.905430e+00 2.423886e+00 3.717756e+00 
3.936144396e-03 6.802382e-02 8.532584e-02 1.008018e-01 1.075469e-01 1.169182e-01 1.225001e-01 1.558272e-01 1.807809e-01 2.084842e-01 2.279226e-01 2.342370e-01 3.236440e-01 3.792507e-01 4.283898e-01 4.645730e-01 4.828952e-01 6.425689e-01 7.932187e-01 9.488129e-01 1.109658e+00 1.312714e+00 1.572345e+00 1.910384e+00 2.443468e+00 3.730269e+00 
4.034300778e-03 4.909520e-02 7.434251e-02 9.862855e-02 1.077117e-01 1.090111e-01 1.094749e-01 1.580267e-01 1.966825e-01 2.153543e-01 2.334026e-01 2.367470e-01 3.187260e-01 3.776140e-01 4.222906e-01 4.652819e-01 4.848028e-01 6.385292e-01 7.826772e-01 9.393204e-01 1.114111e+00 1.313673e+00 1.561867e+00 1.892082e+00 2.418757e+00 3.725747e+00 
4.093983486e-03 6.102623e-02 8.818423e-02 1.001131e-01 1.037396e-01 1.056051e-01 1.060322e-01 1.529968e-01 1.892645e-01 2.127017e-01 2.291960e-01 2.362316e-01 3.147785e-01 3.737536e-01 4.192241e-01 4.618316e-01 4.802294e-01 6.351338e-01 7.870670e-01 9.394261e-01 1.116390e+00 1.322950e+00 1.582058e+00 1.916883e+00 2.428782e+00 3.713436e+00 
4.191116993e-03 5.871099e-02 6.074009e-02 6.123794e-02 6.181766e-02 7.844734e-02 8.402715e-02 1.494424e-01 1.850943e-01 2.078947e-01 2.281197e-01 2.359414e-01 3.188858e-01 3.774797e-01 4.271935e-01 4.654806e-01 4.843854e-01 6.387194e-01 7.923584e-01 9.435875e-01 1.109770e+00 1.307691e+00 1.562034e+00 1.896116e+00 2.432762e+00 3.745958e+00 
4.239754827e-03 6.068861e-02 8.298439e-02 9.515691e-02 1.043482e-01 1.115557e-01 1.142888e-01 1.499223e-01 1.789209e-01 2.033430e-01 2.206440e-01 2.288204e-01 3.119490e-01 3.678807e-01 4.161702e-01 4.601625e-01 4.821557e-01 6.463357e-01 7.958311e-01 9.580222e-01 1.122953e+00 1.327372e+00 1.576796e+00 1.912052e+00 2.434529e+00 3.723184e+00 
4.327512312e-03 4.633573e-02 7.252279e-02 8.598401e-02 9.262346e-02 1.006745e-01 1.076807e-01 1.591113e-01 1.774432e-01 2.050752e-01 2.227936e-01 2.303357e-01 3.163523e-01 3.770911e-01 4.231402e-01 4.676753e-01 4.828421e-01 6.408717e-01 7.943820e-01 9.510464e-01 1.122502e+00 1.326068e+00 1.583964e+00 1.910882e+00 2.421954e+00 3.694668e+00 
4.401734175e-03 5.449559e-02 7.777353e-02 9.874768e-02 1.067386e-01 1.185233e-01 1.199895e-01 1.567080e-01 1.857150e-01 2.042646e-01 2.245871e-01 2.323629e-01 3.222059e-01 3.796505e-01 4.227458e-01 4.673371e-01 4.888542e-01 6.485983e-01 7.931546e-01 9.474624e-01 1.112570e+00 1.320702e+00 1.580345e+00 1.913917e+00 2.437601e+00 3.744669e+00 
4.461091036e-03 4.852215e-02 7.677429e-02 9.641504e-02 1.053107e-01 1.086890e-01 1.129699e-01 1.546520e-01 1.912444e-01 2.149543e-01 2.331486e-01 2.395148e-01 3.242912e-01 3.780546e-01 4.293544e-01 4.725295e-01 4.913184e-01 6.512588e-01 7.965212e-01 9.490001e-01 1.119843e+00 1.320281e+00 1.575853e+00 1.914875e+00 2.446299e+00 3.712374e+00 
4.507341069e-03 6.954535e-02 8.588466e-02 8.798102e-02 9.282923e-02 1.071908e-01 1.132864e-01 1.570913e-01 1.841473e-01 2.091995e-01 2.271053e-01 2.382912e-01 3.239681e-01 3.772560e-01 4.210092e-01 4.640518e-01 4.840751e-01 6.460150e-01 7.943612e-01 9.497412e-01 1.116287e+00 1.318139e+00 1.576188e+00 1.912761e+00 2.413916e+00 3.745665e+00 
4.587635221e-03 3.788480e-02 7.216522e-02 9.017108e-02 9.810067e-02 1.135673e-01 1.161464e-01 1.622705e-01 1.845503e-01 2.040917e-01 2.192078e-01 2.242457e-01 3.239638e-01 3.854501e-01 4.307586e-01 4.736089e-01 4.914337e-01 6.479738e-01 7.972938e-01 9.478939e-01 1.125476e+00 1.323097e+00 1.575168e+00 1.906775e+00 2.430726e+00 3.719279e+00 
4.675209185e-03 2.823012e-02 6.153919e-02 6.961147e-02 8.055472e-02 9.666259e-02 9.926918e-02 1.587767e-01 1.825675e-01 2.097562e-01 2.248573e-01 2.338714e-01 3.266373e-01 3.802823e-01 4.244981e-01 4.699119e-01 4.894384e-01 6.445902e-01 8.002547e-01 9.478973e-01 1.125276e+00 1.327147e+00 1.574817e+00 1.910743e+00 2.447056e+00 3.692642e+00 
4.737316973e-03 5.002509e-02 7.623236e-02 7.828438e-02 9.627985e-02 1.037833e-01 1.087950e-01 1.501143e-01 1.816376e-01 2.068711e-01 2.263678e-01 2.326389e-01 3.237857e-01 3.803709e-01 4.263594e-01 4.692627e-01 4.887554e-01 6.483766e-01 7.948895e-01 9.487013e-01 1.118798e+00 1.324534e+00 1.582282e+00 1.927304e+00 2.434319e+00 3.692061e+00 
4.762898319e-03 6.560056e-02 8.904472e-02 9.994809e-02 1.049776e-01 1.132613e-01 1.172458e-01 1.488409e-01 1.874267e-01 2.101544e-01 2.277124e-01 2.364690e-01 3.154490e-01 3.727775e-01 4.233275e-01 4.670636e-01 4.852826e-01 6.446746e-01 7.864140e-01 9.430294e-01 1.115115e+00 1.324893e+00 1.575610e+00 1.909805e+00 2.431085e+00 3.692730e+00 
4.845370815e-03 6.661774e-02 8.552888e-02 9.515195e-02 1.042150e-01 1.130561e-01 1.141103e-01 1.500617e-01 1.882685e-01 2.098014e-01 2.243830e-01 2.331888e-01 3.132173e-01 3.738011e-01 4.147192e-01 4.573081e-01 4.762694e-01 6.428012e-01 7.887882e-01 9.486110e-01 1.124050e+00 1.322836e+00 1.586739e+00 1.920034e+00 2.433064e+00 3.708360e+00 
4.948299854e-03 4.781492e-02 7.285657e-02 7.703875e-02 8.965601e-02 1.011338e-01 1.059184e-01 1.596183e-01 1.887591e-01 2.058716e-01 2.255003e-01 2.322039e-01 3.153346e-01 3.714302e-01 4.186440e-01 4.578681e-01 4.744109e-01 6.339071e-01 7.879272e-01 9.479053e-01 1.121493e+00 1.326200e+00 1.579272e+00 1.906027e+00 2.432399e+00 3.723045e+00 
4.998568968e-03 6.578315e-02 8.050687e-02 9.498527e-02 1.055897e-01 1.062960e-01 1.063963e-01 1.448029e-01 1.872186e-01 2.088396e-01 2.251500e-01 2.328910e-01 3.210752e-01 3.766235e-01 4.222792e-01 4.626481e-01 4.804414e-01 6.409336e-01 7.935646e-01 9.532046e-01 1.124587e+00 1.322918e+00 1.577692e+00 1.915398e+00 2.411742e+00 3.699297e+00 
5.072565902e-03 4.790759e-02 5.782504e-02 7.864046e-02 9.037437e-02 9.865972e-02 1.063989e-01 1.492829e-01 1.842008e-01 2.069744e-01 2.247059e-01 2.331413e-01 3.178228e-01 3.829521e-01 4.288672e-01 4.700349e-01 4.904941e-01 6.463295e-01 7.980897e-01 9.565420e-01 1.120288e+00 1.320276e+00 1.572058e+00 1.903783e+00 2.421357e+00 3.714417e+00 
5.126646117e-03 6.292849e-02 8.531940e-02 9.216795e-02 1.011566e-01 1.140888e-01 1.210793e-01 1.518962e-01 1.856365e-01 2.075362e-01 2.217919e-01 2.293554e-01 3.189600e-01 3.835035e-01 4.289584e-01 4.720466e-01 4.895164e-01 6.485097e-01 8.019408e-01 9.548442e-01 1.125035e+00 1.333367e+00 1.581690e+00 1.921552e+00 2.421776e+00 3.735760e+00 
5.190654269e-03 7.407568e-02 7.834313e-02 7.848213e-02 7.918410e-02 8.929158e-02 9.374110e-02 1.495771e-01 1.872526e-01 2.109482e-01 2.292855e-01 2.381084e-01 3.318314e-01 3.839326e-01 4.285148e-01 4.690724e-01 4.904023e-01 6.464442e-01 7.913273e-01 9.487504e-01 1.118744e+00 1.317837e+00 1.569050e+00 1.900407e+00 2.420491e+00 3.694058e+00 
5.286281491e-03 6.436134e-02 8.494583e-02 9.310086e-02 9.679438e-02 1.053114e-01 1.073819e-01 1.495698e-01 1.876814e-01 2.084089e-01 2.234034e-01 2.331763e-01 3.254919e-01 3.797844e-01 4.207645e-01 4.613252e-01 4.778834e-01 6.469422e-01 7.941393e-01 9.463912e-01 1.129323e+00 1.339057e+00 1.592723e+00 1.923209e+00 2.440168e+00 3.737060e+00 
5.364529322e-03 7.005261e-02 8.303258e-02 9.456921e-02 9.788539e-02 1.037821e-01 1.064698e-01 1.558764e-01 1.762429e-01 2.011863e-01 2.187734e-01 2.270879e-01 3.174527e-01 3.744226e-01 4.223573e-01 4.618008e-01 4.798238e-01 6.445267e-01 8.008445e-01 9.578929e-01 1.125465e+00 1.336970e+00 1.585821e+00 1.912513e+00 2.424730e+00 3.710381e+00 
5.450793497e-03 5.741033e-02 8.012475e-02 9.766361e-02 1.056134e-01 1.113425e-01 1.148201e-01 1.601697e-01 1.802229e-01 2.081352e-01 2.252151e-01 2.315229e-01 3.321254e-01 3.800310e-01 4.275941e-01 4.680478e-01 4.847727e-01 6.504558e-01 8.010863e-01 9.539376e-01 1.129300e+00 1.334437e+00 1.584328e+00 1.921489e+00 2.428263e+00 3.713211e+00 
5.498738677e-03 5.813310e-02 7.895707e-02 9.763724e-02 1.080290e-01 1.178812e-01 1.206629e-01 1.566797e-01 1.881589e-01 2.114749e-01 2.323350e-01 2.405804e-01 3.220734e-01 3.796845e-01 4.280717e-01 4.667168e-01 4.863767e-01 6.430903e-01 7.945964e-01 9.533014e-01 1.120363e+00 1.331670e+00 1.585827e+00 1.929504e+00 2.447053e+00 3.737570e+00 
5.577918388e-03 7.041142e-02 8.379789e-02 9.335806e-02 1.039678e-01 1.124859e-01 1.149372e-01 1.470657e-01 1.859698e-01 2.093180e-01 2.284681e-01 2.365015e-01 3.302984e-01 3.903223e-01 4.318634e-01 4.753492e-01 4.945268e-01 6.479196e-01 7.992285e-01 9.543877e-01 1.130719e+00 1.331754e+00 1.585370e+00 1.921584e+00 2.445187e+00 3.698020e+00 
5.622110783e-03 5.000440e-02 7.698072e-02 8.533808e-02 9.218049e-02 1.020089e-01 1.021684e-01 1.558496e-01 1.883898e-01 2.067583e-01 2.145132e-01 2.234898e-01 3.220626e-01 3.851220e-01 4.309476e-01 4.723813e-01 4.915185e-01 6.480735e-01 7.958686e-01 9.500107e-01 1.129367e+00 1.334119e+00 1.597710e+00 1.929452e+00 2.445697e+00 3.716371e+00 
5.694223452e-03 6.434439e-02 8.145352e-02 9.650699e-02 1.086786e-01 1.150330e-01 1.172286e-01 1.537037e-01 1.793281e-01 2.051457e-01 2.234593e-01 2.311295e-01 3.166784e-01 3.788740e-01 4.323949e-01 4.734153e-01 4.949785e-01 6.450642e-01 7.921067e-01 9.524415e-01 1.131777e+00 1.334358e+00 1.586887e+00 1.918682e+00 2.433263e+00 3.721602e+00 
