# Dynamical information [code units]
#1:t #2:Dt #3:tcount #4:N #5:M #6:VR #7:N_c #8:r_c #9:r_max #10:Etot #11:KE #12:PE #13:Etot_int #14:Etot_bin #15:E_cenma #16:Eesc #17:Ebesc #18:Eintesc #19:Eoops #20:Etot+Eoops #21:r_h #22:rho_0 #23:rc_spitzer #24:v0_rms #25:rc_nb #26.DMse(MSUN) #27.DMrejuv(MSUN) #28.N_c_nb
0.0010696942 4.3502288e-06 261 99870 0.99795432 1.0061685 8508.5716 0.27689391 1548.384 -0.65015488 0.25371798 -0.50432505 0 -0.40008057 0 0.00063620081 -0.00010344592 0 0 -0.65015488 0.79549598 10.385151 0.13639486 0.89959847 0.19781605 0 0 3102.4233
0.0010723802 2.6860835e-06 262 99869 0.99795026 0.99796333 10999.019 0.27575953 1652.3011 -0.65016353 0.24959782 -0.50021441 0 -0.40008001 0 0.00063651481 -0.00010344592 0 0 -0.65016353 0.81474591 15.416667 0.11181492 0.89854393 0.15971219 0 0 2136.8627
0.0010742983 1.9180513e-06 263 99869 0.99794973 0.99915748 14500.881 0.26512825 1605.2283 -0.65014167 0.25017324 -0.50076839 0 -0.40007959 0 0.00063651481 -0.00010344592 0 0 -0.65014167 0.79738127 24.372222 0.089104389 0.9003077 0.1401707 0 0 2142.8813
0.0010777492 3.4509582e-06 264 99869 0.99794876 0.99563105 9197.1787 0.28238043 1519.8933 -0.65017917 0.24845291 -0.49908629 0 -0.40007885 0 0.00063651481 -0.00010344592 0 0 -0.65017917 0.81659307 10.353016 0.13475921 0.88743432 0.19438148 0 0 2999.9599
0.0010805093 2.7600315e-06 265 99868 0.99792556 1.0049892 13349.351 0.26695821 1638.1584 -0.65015338 0.25311136 -0.50370963 0 -0.40008912 0 0.00063746086 -0.00010344592 0 0 -0.65015338 0.80677765 20.841082 0.096063234 0.89755618 0.13583022 0 0 1758.4075
0.0010856698 5.1605001e-06 266 99868 0.99792412 1.003454 13922.312 0.27111883 811.7239 -0.65012844 0.25231143 -0.50288588 0 -0.40008801 0 0.00063746086 -0.00010344592 0 0 -0.65012844 0.81332875 24.248675 0.089158462 0.89856786 0.13247451 0 0 1624.1618
0.0010904212 4.7513936e-06 267 99868 0.99792279 1.0007714 10593.775 0.2705384 1619.4984 -0.65019021 0.25102421 -0.50166146 0 -0.40008697 0 0.00063746086 -0.00010344592 0 0 -0.65019021 0.80869663 15.383231 0.11188893 0.8981631 0.16664691 0 0 2476.0296
0.0010932629 2.8417467e-06 268 99868 0.99792199 0.99975764 10793.302 0.27006182 1595.5648 -0.65012706 0.2504532 -0.50102784 0 -0.40008644 0 0.00063746086 -0.00010344592 0 0 -0.65012706 0.82468849 16.807108 0.10840448 0.90957403 0.14490597 0 0 1667.3379
0.0010953246 2.0616633e-06 269 99868 0.99792141 1.0006225 12203.933 0.26570618 1704.4949 -0.65013661 0.25089679 -0.50148142 0 -0.40008599 0 0.00063746086 -0.00010344592 0 0 -0.65013661 0.8117618 18.935936 0.10243366 0.9122847 0.1479363 0 0 2106.2945
0.0010976381 2.3135543e-06 270 99868 0.99792076 1.0022447 10854.051 0.26654739 683.0507 -0.65011057 0.25168649 -0.50224559 0 -0.40008549 0 0.00063746086 -0.00010344592 0 0 -0.65011057 0.80207348 19.648694 0.098502107 0.8936278 0.13797934 0 0 1505.604
0.0011012155 3.5773443e-06 271 99868 0.99791975 1.000769 10982.926 0.27579412 1762.4397 -0.65012377 0.25095878 -0.50153186 0 -0.40008471 0 0.00063746086 -0.00010344592 0 0 -0.65012377 0.80713345 14.790109 0.11363568 0.8944266 0.17055736 0 0 2597.6131
0.001104177 2.9615475e-06 272 99868 0.99791892 0.99974753 13066.424 0.26532217 1516.0087 -0.6501116 0.25043506 -0.50099661 0 -0.40008407 0 0.00063746086 -0.00010344592 0 0 -0.6501116 0.81570377 22.196318 0.093260375 0.89925306 0.13740821 0 0 1814.99
0.0011073425 3.1654663e-06 273 99868 0.99791803 1.0007848 13068.401 0.26080053 1736.5463 -0.65010837 0.25095259 -0.50151159 0 -0.40008338 0 0.00063746086 -0.00010344592 0 0 -0.65010837 0.82003947 21.465174 0.095202082 0.90273016 0.13851083 0 0 1957.7094
0.0011109119 3.5694534e-06 274 99867 0.99791377 0.99612773 10569.827 0.2715611 853.76387 -0.65009034 0.24861547 -0.49916384 0 -0.40008259 0 0.00064405869 -0.00010344592 0 0 -0.65009034 0.81664336 13.999136 0.11825209 0.90553185 0.16957612 0 0 2573.7081
0.0011128051 1.8931104e-06 275 99867 0.99791324 0.9955863 10247.184 0.2768807 1392.2868 -0.6501232 0.24837937 -0.49896101 0 -0.40008217 0 0.00064405869 -0.00010344592 0 0 -0.6501232 0.80897453 12.695353 0.12245515 0.89298417 0.1726769 0 0 2485.5887
0.001115496 2.6909649e-06 276 99867 0.99791248 0.99638829 22630.399 0.2662694 1707.0715 -0.65014375 0.24879909 -0.49940186 0 -0.40008158 0 0.00064405869 -0.00010344592 0 0 -0.65014375 0.81462731 39.264107 0.069198229 0.88743621 0.105543 0 0 1409.3431
0.0011190127 3.516681e-06 277 99866 0.99790038 0.99667284 13603.706 0.27662478 1755.9478 -0.65011408 0.24891337 -0.49948862 0 -0.40008098 0 0.00064559385 -0.00010344592 0 0 -0.65011408 0.81673592 17.304341 0.10411194 0.88638494 0.14420942 0 0 1927.369
0.0011225485 3.5358139e-06 278 99866 0.99789938 0.99369085 10457.742 0.28109336 1354.8479 -0.65011227 0.24743222 -0.49800645 0 -0.4000802 0 0.00064559385 -0.00010344592 0 0 -0.65011227 0.807163 12.376852 0.12336097 0.88823359 0.17885454 0 0 2693.9288
0.0011275356 4.9870671e-06 279 99866 0.99789797 0.9923931 13463.742 0.27080556 779.0711 -0.65010845 0.24678814 -0.49735964 0 -0.4000791 0 0.00064559385 -0.00010344592 0 0 -0.65010845 0.80498687 21.427112 0.094199674 0.8924328 0.14139229 0 0 1916.3298
0.0011314924 3.9568119e-06 280 99866 0.99789684 0.99485704 11541.146 0.27578987 1274.3558 -0.65008634 0.24798627 -0.4985365 0 -0.40007826 0 0.00064559385 -0.00010344592 0 0 -0.65008634 0.81072315 17.598415 0.10180053 0.87403965 0.15647339 0 0 2107.8297
0.0011342791 2.7866953e-06 281 99866 0.99789605 0.99940065 13792.342 0.26996915 179.93478 -0.65010794 0.25027225 -0.50084469 0 -0.40007765 0 0.00064559385 -0.00010344592 0 0 -0.65010794 0.80831343 22.405985 0.091395914 0.8854277 0.14484208 0 0 2130.0013
0.0011364468 2.1676809e-06 282 99866 0.99789543 1.0016683 9531.15 0.28152815 444.12652 -0.65009125 0.25139365 -0.50194988 0 -0.40007717 0 0.00064559385 -0.00010344592 0 0 -0.65009125 0.8083786 11.638562 0.12860276 0.89793367 0.18572372 0 0 2736.415
0.0011383372 1.8904759e-06 283 99866 0.99789489 1.0058718 11141.168 0.27389189 1188.4886 -0.65009977 0.2535251 -0.50409027 0 -0.40007675 0 0.00064559385 -0.00010344592 0 0 -0.65009977 0.80039787 16.494547 0.10822419 0.89957802 0.16764372 0 0 2554.7895
0.0011405099 2.1726653e-06 284 99866 0.99789427 1.0052116 13315.384 0.26778839 1740.5 -0.65013037 0.25322197 -0.50381822 0 -0.40007627 0 0.00064559385 -0.00010344592 0 0 -0.65013037 0.79742286 21.046606 0.096113413 0.90244208 0.14601527 0 0 2158.6055
0.0011419663 1.4564075e-06 285 99866 0.99789386 0.99637962 9855.241 0.27133397 1751.0623 -0.65010753 0.24876593 -0.49933967 0 -0.40007594 0 0.00064559385 -0.00010344592 0 0 -0.65010753 0.8164872 13.815232 0.11936228 0.90800969 0.16225029 0 0 2107.2262
0.0011443436 2.3772388e-06 286 99866 0.99789318 0.99395912 11547.629 0.27118999 793.30048 -0.65010462 0.24756219 -0.49813354 0 -0.40007542 0 0.00064559385 -0.00010344592 0 0 -0.65010462 0.80663776 17.297873 0.10572254 0.89992895 0.14388331 0 0 1724.6587
0.0011465835 2.2399738e-06 287 99866 0.99789254 0.99176121 11905.054 0.27244047 1766.7923 -0.65010026 0.24647248 -0.49703997 0 -0.40007492 0 0.00064559385 -0.00010344592 0 0 -0.65010026 0.8192511 19.041328 0.099787001 0.89118299 0.14803098 0 0 1909.7406
0.0011498701 3.2865421e-06 288 99866 0.9978916 0.99116203 10557.589 0.27396702 613.21499 -0.65007389 0.24615208 -0.49669393 0 -0.40007419 0 0.00064559385 -0.00010344592 0 0 -0.65007389 0.82060057 13.774032 0.118765 0.90211799 0.16996699 0 0 2520.9467
0.0011541832 4.313101e-06 289 99866 0.99789037 0.9930895 9584.8663 0.28344311 1054.5654 -0.65006571 0.24709596 -0.4976308 0 -0.40007302 0 0.00064559385 -0.00010344592 0 0 -0.65006571 0.81222515 11.179063 0.13050463 0.89304417 0.19144946 0 0 2953.5941
0.0011564626 2.2794705e-06 290 99866 0.99788971 0.99402066 9649.962 0.28293194 968.9357 -0.65016195 0.24765217 -0.49828375 0 -0.40007252 0 0.00064559385 -0.00010344592 0 0 -0.65016195 0.81488546 10.548512 0.13357895 0.88792838 0.18159181 0 0 2551.3405
0.0011610254 4.5627653e-06 291 99865 0.99788489 0.99948756 11010.255 0.28315782 1107.9398 -0.65011598 0.25033041 -0.5009175 0 -0.4000715 0 0.00064605948 -0.00010344592 0 0 -0.65011598 0.80325732 13.564916 0.11896333 0.89673882 0.16877608 0 0 2331.5483
0.0011627224 1.6969782e-06 292 99865 0.9978844 0.99186897 10829.816 0.28036341 1482.4683 -0.65010492 0.24653439 -0.4971108 0 -0.40007112 0 0.00064605948 -0.00010344592 0 0 -0.65010492 0.82010878 16.000218 0.10792437 0.88354113 0.16223086 0 0 2098.2514
0.0011660979 3.3754711e-06 293 99865 0.99788343 0.9942347 11196.159 0.27871856 1150.906 -0.65007248 0.24766593 -0.49820416 0 -0.40007686 0 0.00064605948 -0.00010344592 0 0 -0.65007248 0.80861894 15.690575 0.10959627 0.88850428 0.15140949 0 0 1794.8604
0.001169694 3.5961473e-06 294 99865 0.9978824 0.99138747 9398.8573 0.27680346 1270.1905 -0.650066 0.24625397 -0.49678652 0 -0.40007606 0 0.00064605948 -0.00010344592 0 0 -0.650066 0.81641482 12.883746 0.12126255 0.89082435 0.19113488 0 0 3094.4281
0.0011711129 1.4188883e-06 295 99865 0.99788199 0.99341298 10697.529 0.28042756 485.19633 -0.65006699 0.24725492 -0.49778878 0 -0.40007574 0 0.00064605948 -0.00010344592 0 0 -0.65006699 0.81166362 14.017822 0.11566683 0.88632584 0.17272838 0 0 2499.8416
0.0011734801 2.3671864e-06 296 99864 0.99786031 0.99379854 11622.102 0.27646737 814.57899 -0.65010454 0.24744817 -0.49798457 0 -0.40006579 0 0.00066002113 -0.00016238002 0 0 -0.65010454 0.8164459 15.752378 0.11043049 0.89702877 0.1586529 0 0 2196.3272
0.0011772957 3.8156531e-06 297 99864 0.9978592 0.99469125 10332.827 0.27408275 1577.514 -0.65010061 0.24788733 -0.49842065 0 -0.40006493 0 0.00066002113 -0.00016238002 0 0 -0.65010061 0.81616833 14.962016 0.11162539 0.88369488 0.15345855 0 0 1813.6242
0.0011795879 2.2921284e-06 298 99864 0.99785854 0.99908981 15045.687 0.26499536 574.70249 -0.65010217 0.25007974 -0.50061513 0 -0.40006442 0 0.00066002113 -0.00016238002 0 0 -0.65010217 0.81342819 25.009532 0.087493154 0.89551149 0.12511594 0 0 1583.5624
0.0011832994 3.7115164e-06 299 99864 0.99785747 0.99601902 10465.831 0.26670345 1718.9223 -0.65009516 0.24854242 -0.49907163 0 -0.40006358 0 0.00066002113 -0.00016238002 0 0 -0.65009516 0.81483597 17.067892 0.10546065 0.89171216 0.16214644 0 0 2351.8522
0.0011851772 1.8778102e-06 300 99864 0.99785693 1.0051882 9909.701 0.26576245 1482.3758 -0.65010518 0.25315271 -0.50369219 0 -0.40006334 0 0.00066002113 -0.00016238002 0 0 -0.65010518 0.80266016 14.904509 0.11520773 0.91030048 0.15877247 0 0 2113.0282
0.0011886872 3.5099938e-06 301 99863 0.997853 0.99071769 10506.189 0.26574239 320.92057 -0.65010723 0.24593417 -0.4964768 0 -0.40006255 0 0.00066032871 -0.00016238002 0 0 -0.65010723 0.83183427 17.556327 0.10507887 0.90110735 0.14175284 0 0 1594.6229
0.0011918821 3.1949566e-06 302 99863 0.99785208 1.0013753 10833.76 0.26567442 1732.2792 -0.65008563 0.2512118 -0.50173355 0 -0.40006183 0 0.00066032871 -0.00016238002 0 0 -0.65008563 0.80838071 16.453704 0.1093865 0.90811296 0.14639176 0 0 1812.5079
0.0011974746 5.5924561e-06 303 99862 0.99784646 0.99447151 10233.084 0.27084801 1599.5933 -0.65009484 0.24777807 -0.49831105 0 -0.40004854 0 0.00066046433 -0.00017379194 0 0 -0.65009484 0.81707237 15.325682 0.11227036 0.89953759 0.15226641 0 0 1818.2011
0.0012011313 3.6567267e-06 304 99862 0.99784539 0.99293127 11495.887 0.26954747 1147.8501 -0.65005761 0.24698004 -0.49747661 0 -0.40004771 0 0.00066046433 -0.00017379194 0 0 -0.65005761 0.80704753 16.049149 0.11010131 0.90274023 0.15261666 0 0 2086.6159
0.001203157 2.025686e-06 305 99862 0.9978448 0.99678679 14512.208 0.26884962 1522.7079 -0.65007572 0.24891038 -0.49942552 0 -0.40004725 0 0.00066046433 -0.00017379194 0 0 -0.65007572 0.81339851 26.269841 0.085417769 0.89602731 0.15393989 0 0 2724.3239
0.0012062188 3.0617639e-06 306 99861 0.9978422 1.0064889 11142.748 0.2695784 1484.6315 -0.65007744 0.25378995 -0.5043075 0 -0.40004656 0 0.00066046707 -0.00017379194 0 0 -0.65007744 0.81187724 18.444357 0.1022386 0.8986508 0.15382371 0 0 2070.1741
0.0012091564 2.9376655e-06 307 99859 0.99783041 0.99468643 11454.101 0.26598924 1325.1483 -0.65010869 0.24790252 -0.49845361 0 -0.40004622 0 0.00066241906 -0.00017379194 0 0 -0.65010869 0.81282028 18.462946 0.10491825 0.92266878 0.14972049 0 0 2042.7374
0.0012141935 5.0370684e-06 308 99859 0.99782894 0.99623439 14462.447 0.26641088 1377.5647 -0.6500477 0.24861199 -0.49910342 0 -0.40004491 0 0.00066241906 -0.00017379194 0 0 -0.6500477 0.80702267 24.009846 0.090265836 0.90523722 0.1284978 0 0 1622.8297
0.0012162025 2.009021e-06 309 99859 0.99782835 0.99561484 17038.125 0.26704539 1429.9935 -0.65007981 0.2483364 -0.49886039 0 -0.40004445 0 0.00066241906 -0.00017379194 0 0 -0.65007981 0.81229347 26.532701 0.085826338 0.90480631 0.13420886 0 0 2162.7689
0.0012186095 2.4069968e-06 310 99858 0.99782166 1.0129036 10261.203 0.27219874 594.71703 -0.65012367 0.25712555 -0.50769992 0 -0.40004408 0 0.00066857669 -0.00017379194 0 0 -0.65012367 0.79439403 15.423325 0.11149962 0.89620363 0.16940608 0 0 2473.5856
0.0012221035 3.4939821e-06 311 99858 0.99782064 1.0135126 10295.121 0.26890207 1642.2351 -0.65010021 0.25741563 -0.50796728 0 -0.40004334 0 0.00066857669 -0.00017379194 0 0 -0.65010021 0.79540341 16.396355 0.11093362 0.91935055 0.16368316 0 0 2321.9937
0.0012244464 2.3429257e-06 312 99858 0.99781995 1.0073663 17073.476 0.26560482 1752.2203 -0.65008625 0.25425692 -0.50479535 0 -0.4000426 0 0.00066857669 -0.00017379194 0 0 -0.65008625 0.80804248 30.684263 0.079867039 0.90546099 0.11042528 0 0 1226.9297
0.0012295981 5.1516186e-06 313 99858 0.99781845 1.0037283 14183.013 0.26100406 1274.244 -0.65005732 0.2523855 -0.50289602 0 -0.40004158 0 0.00066857669 -0.00017379194 0 0 -0.65005732 0.81190784 26.435826 0.08698612 0.91535742 0.11733179 0 0 1288.4686
0.001232767 3.1689487e-06 314 99857 0.99780504 1.0069028 10020.005 0.26953362 937.42708 -0.65009353 0.25403089 -0.50457876 0 -0.40004085 0 0.00066898303 -0.00017379194 0 0 -0.65009353 0.80480252 15.140786 0.11400203 0.90788552 0.17228528 0 0 2616.8189
0.0012366187 3.8517048e-06 315 99857 0.99780391 0.99954902 10102.988 0.26384241 1625.7593 -0.65006978 0.25029913 -0.50082412 0 -0.40003998 0 0.00066898303 -0.00017379194 0 0 -0.65006978 0.81381638 16.983107 0.1082852 0.91331794 0.15559616 0 0 2072.1092
0.0012426671 6.0484327e-06 316 99857 0.99780213 0.99013684 11013.088 0.26436204 1408.7527 -0.6501278 0.24568958 -0.49627399 0 -0.40003859 0 0.00066898303 -0.00017379194 0 0 -0.6501278 0.81885663 18.568082 0.10261868 0.90501179 0.14565055 0 0 1841.8247
0.0012452126 2.5455004e-06 317 99857 0.99780138 0.99269317 21766.439 0.25579266 1763.6517 -0.65008703 0.24690941 -0.49745362 0 -0.400038 0 0.00066898303 -0.00017379194 0 0 -0.65008703 0.8180075 45.245813 0.066088809 0.90983246 0.09228957 0 0 1022.3062
0.001249615 4.4023485e-06 318 99857 0.99780008 0.99958044 11230.434 0.27544964 1330.0636 -0.65011106 0.2503591 -0.50092836 0 -0.40003699 0 0.00066898303 -0.00017379194 0 0 -0.65011106 0.80548899 16.579944 0.10643383 0.88698344 0.15761959 0 0 2104.2652
0.0012537652 4.1502566e-06 319 99857 0.99779886 0.99221336 14041.053 0.25997686 1433.4889 -0.65003131 0.24661987 -0.49711057 0 -0.4000358 0 0.00066898303 -0.00017379194 0 0 -0.65003131 0.82070413 27.487914 0.084886669 0.91086641 0.11538456 0 0 1227.5487
0.0012559303 2.1650749e-06 320 99857 0.99779822 0.99678269 11029.605 0.27552899 675.79102 -0.65003325 0.24888648 -0.49937962 0 -0.4000353 0 0.00066898303 -0.00017379194 0 0 -0.65003325 0.808212 15.079112 0.11406143 0.90650665 0.16756061 0 0 2480.6979
0.0012581948 2.2644611e-06 321 99857 0.99779755 0.99769914 9935.7298 0.27410839 1390.1344 -0.65013558 0.24944546 -0.50004145 0 -0.40003478 0 0.00066898303 -0.00017379194 0 0 -0.65013558 0.81195863 13.815861 0.11795495 0.89732436 0.15792342 0 0 1900.0822
0.0012648008 6.6060053e-06 322 99857 0.99779559 0.99365406 12897.831 0.26030383 81.483553 -0.65001573 0.24731868 -0.49779634 0 -0.40003325 0 0.00066898303 -0.00017379194 0 0 -0.65001573 0.81391407 28.5844 0.082778263 0.90578506 0.11825812 0 0 1209.3943
0.001267346 2.5452587e-06 323 99857 0.99779483 1.0007613 11026.338 0.27525027 1546.9141 -0.65003303 0.25087725 -0.50137281 0 -0.40003266 0 0.00066898303 -0.00017379194 0 0 -0.65003303 0.80616087 15.666635 0.11049472 0.89510441 0.1695285 0 0 2576.1798
0.0012705719 3.2258685e-06 324 99856 0.99778993 0.99579576 11805.64 0.27843068 622.51962 -0.65003598 0.24840207 -0.49890163 0 -0.40003191 0 0.00066929981 -0.00017379194 0 0 -0.65003598 0.81637623 17.509622 0.10266177 0.87920762 0.18267009 0 0 3333.8084
0.0012744344 3.8625082e-06 325 99854 0.99764601 0.99665266 10693.258 0.27114598 1680.8509 -0.65002289 0.24883755 -0.49934658 0 -0.40012918 0 0.00078912058 -0.00017379194 0 0 -0.65002289 0.81159359 16.478287 0.10765214 0.89438192 0.15027016 0 0 1820.1987
0.0012773352 2.9007312e-06 326 99854 0.99764514 0.99735219 12581.575 0.2673094 739.73359 -0.65001482 0.24917842 -0.49967989 0 -0.40012868 0 0.00078912058 -0.00017379194 0 0 -0.65001482 0.8061103 21.756248 0.093688112 0.89437736 0.14509925 0 0 2012.2772
0.0012808547 3.5195602e-06 327 99853 0.99764111 0.99821244 12646.714 0.27510621 241.79165 -0.65002016 0.24961433 -0.50012265 0 -0.40012763 0 0.00078959515 -0.00017379194 0 0 -0.65002016 0.81879745 18.276133 0.10334009 0.90418087 0.15399995 0 0 2218.392
0.0012827227 1.86803e-06 328 99853 0.99764055 0.99049296 9856.2939 0.27691269 1517.3613 -0.65002017 0.24579044 -0.49629922 0 -0.4001272 0 0.00078959515 -0.00017379194 0 0 -0.65002017 0.82017247 14.287092 0.11550361 0.89353544 0.1691169 0 0 2245.1537
0.0012850701 2.3473742e-06 329 99853 0.99763985 0.98882948 11687.62 0.27001581 1757.1877 -0.65003161 0.2449857 -0.49550647 0 -0.40012665 0 0.00078959515 -0.00017379194 0 0 -0.65003161 0.82545578 18.993233 0.10094461 0.90038221 0.14716371 0 0 1892.1722
0.0012888396 3.7695027e-06 330 99853 0.99763872 0.99539426 11699.603 0.26974776 1702.9715 -0.65004043 0.24823331 -0.49876379 0 -0.40012575 0 0.00078959515 -0.00017379194 0 0 -0.65004043 0.81322206 18.007237 0.10362622 0.89998959 0.14993487 0 0 2009.1182
0.0012913667 2.5270689e-06 331 99853 0.99763797 1.0006365 9260.961 0.27912831 1348.3324 -0.6500305 0.25084028 -0.50136143 0 -0.40012516 0 0.00078959515 -0.00017379194 0 0 -0.6500305 0.81530942 13.169432 0.12159393 0.90310804 0.16859332 0 0 2040.6355
0.0012939945 2.6278485e-06 332 99853 0.99763718 0.99992304 12635.637 0.27152251 1427.1143 -0.65004123 0.25049394 -0.50102643 0 -0.40012454 0 0.00078959515 -0.00017379194 0 0 -0.65004123 0.81060638 19.906431 0.098137577 0.89614098 0.14222899 0 0 1816.1176
0.0012971075 3.1129593e-06 333 99852 0.99763411 1.0029846 11111.874 0.26959141 1208.0775 -0.65005468 0.25205329 -0.50260652 0 -0.40012382 0 0.0007961603 -0.00017379194 0 0 -0.65005468 0.80068308 19.54459 0.099615735 0.90133354 0.14240388 0 0 1637.701
0.0012987766 1.6691014e-06 334 99852 0.99763361 1.0005426 13198.758 0.26176153 1742.916 -0.65004336 0.25081434 -0.50135664 0 -0.40012343 0 0.0007961603 -0.00017379194 0 0 -0.65004336 0.8120462 25.773363 0.087523831 0.90940255 0.13211654 0 0 1697.0209
0.0013036472 4.8705755e-06 335 99851 0.9976299 0.99749649 11536.207 0.26762818 1574.0299 -0.65003683 0.24927858 -0.49980844 0 -0.40014849 0 0.00081531247 -0.00017379194 0 0 -0.65003683 0.81358637 18.624729 0.10278812 0.90788789 0.15345337 0 0 2174.6874
0.0013068604 3.2131989e-06 336 99851 0.99762893 0.99661099 12025.09 0.26437893 1436.5196 -0.65003159 0.24883304 -0.49935841 0 -0.40014774 0 0.00081531247 -0.00017379194 0 0 -0.65003159 0.81942118 22.825125 0.092674426 0.90617232 0.13429451 0 0 1576.0957
0.0013083083 1.4479394e-06 337 99851 0.9976285 0.98991604 11292.289 0.2697748 1768.0256 -0.6500228 0.24551496 -0.49603189 0 -0.40014739 0 0.00081531247 -0.00017379194 0 0 -0.6500228 0.82055233 17.279924 0.105384 0.89658179 0.14651605 0 0 1808.9786
0.0013116355 3.3271792e-06 338 99850 0.99761372 0.99080121 11878.308 0.26928967 552.85639 -0.65002288 0.24595197 -0.49647088 0 -0.40014661 0 0.00081643412 -0.00017379194 0 0 -0.65002288 0.81895283 20.657278 0.097179774 0.90397565 0.15164986 0 0 2121.3951
0.0013129006 1.2651231e-06 339 99850 0.99761334 0.99476165 11143.086 0.26964556 1287.6384 -0.65003801 0.24792324 -0.49845758 0 -0.40014632 0 0.00081643412 -0.00017379194 0 0 -0.65003801 0.81952491 16.999509 0.10746581 0.90684451 0.15035684 0 0 1931.9471
0.0013168045 3.9039004e-06 340 99850 0.99761217 1.0017322 9896.2609 0.26832421 1460.6907 -0.6500535 0.25141974 -0.50196995 0 -0.40014593 0 0.00081643412 -0.00017379194 0 0 -0.6500535 0.80929407 17.151999 0.10603497 0.89877464 0.15323697 0 0 1843.2415
0.0013195842 2.7796639e-06 341 99850 0.99761133 1.0039323 12430.157 0.25753501 1763.8824 -0.65000114 0.25247635 -0.50297486 0 -0.40014527 0 0.00081643412 -0.00017379194 0 0 -0.65000114 0.80379783 24.107348 0.091711981 0.92160559 0.12491473 0 0 1418.433
0.0013215671 1.9829095e-06 342 99850 0.99761073 1.0050811 9593.046 0.27175978 1225.604 -0.64999725 0.25305367 -0.50354876 0 -0.4001448 0 0.00081643412 -0.00017379194 0 0 -0.64999725 0.80727748 14.578604 0.11585906 0.90538289 0.16141132 0 0 2010.032
0.0013247033 3.1361714e-06 343 99850 0.99760978 1.0008379 9089.1396 0.27637439 1459.3594 -0.65000728 0.25092599 -0.50143186 0 -0.40014406 0 0.00081643412 -0.00017379194 0 0 -0.65000728 0.80613405 12.63525 0.12486661 0.90841136 0.18200743 0 0 2595.9524
0.0013273952 2.6919701e-06 344 99850 0.99760896 0.99936508 9332.2169 0.2721905 1761.1511 -0.65001676 0.25019807 -0.50071405 0 -0.40014342 0 0.00081643412 -0.00017379194 0 0 -0.65001676 0.8119429 13.419535 0.12144068 0.91049432 0.16026297 0 0 1904.8709
0.0013295362 2.1409439e-06 345 99850 0.99760831 0.99591591 9529.8144 0.27296261 1639.3304 -0.65001382 0.24847563 -0.49898918 0 -0.40014291 0 0.00081643412 -0.00017379194 0 0 -0.65001382 0.8185793 14.608873 0.11500622 0.89965083 0.16503888 0 0 2106.3657
0.0013307968 1.2605896e-06 346 99850 0.99760793 1.0059998 11093.862 0.2688606 943.50822 -0.65001944 0.25354376 -0.50406322 0 -0.40014261 0 0.00081643412 -0.00017379194 0 0 -0.65001944 0.81325909 17.374647 0.10559621 0.90084613 0.14840691 0 0 1865.7939
0.0013353954 4.5985996e-06 347 99849 0.99760369 0.99935846 10147.636 0.26864918 1741.4003 -0.65000702 0.25018863 -0.50069848 0 -0.4001399 0 0.00081813806 -0.00017541067 0 0 -0.65000702 0.80758722 17.0865 0.10695631 0.90485144 0.16060641 0 0 2168.1881
0.0013384573 3.0619e-06 348 99849 0.99760276 1.0021419 9610.0759 0.26571512 1459.9034 -0.65001166 0.25159069 -0.50210591 0 -0.40013917 0 0.00081813806 -0.00017541067 0 0 -0.65001166 0.81087901 16.313725 0.11105569 0.91804016 0.15478814 0 0 1899.7265
0.0013409538 2.4965051e-06 349 99849 0.997602 0.99485859 10114.821 0.2722644 987.90981 -0.64997865 0.24792032 -0.49840312 0 -0.40013857 0 0.00081813806 -0.00017541067 0 0 -0.64997865 0.8119429 15.704312 0.11157582 0.90494842 0.16631549 0 0 2305.5989
0.0013451191 4.1653576e-06 350 99848 0.99759283 0.99996004 12240.87 0.2741901 747.4856 -0.6499961 0.25048033 -0.50098069 0 -0.40013856 0 0.00081821858 -0.00017541067 0 0 -0.6499961 0.81723095 16.134919 0.11086159 0.91139957 0.16976391 0 0 2905.314
0.0013478165 2.6973593e-06 351 99848 0.99759201 0.99959874 11109.755 0.26881458 768.41884 -0.65000956 0.25031349 -0.50082795 0 -0.40013791 0 0.00081821858 -0.00017541067 0 0 -0.65000956 0.81021426 19.86163 0.098931962 0.90237773 0.14480737 0 0 1736.6728
0.0013507453 2.9287925e-06 352 99848 0.99759112 1.0088958 9388.9501 0.27238745 1158.8366 -0.65001804 0.25502085 -0.50554448 0 -0.40013721 0 0.00081821858 -0.00017541067 0 0 -0.65001804 0.80597162 13.996994 0.12003123 0.91908559 0.16486078 0 0 2081.6505
0.0013538644 3.1191007e-06 353 99848 0.99759017 1.0078059 9794.5846 0.26105172 703.92279 -0.65000211 0.25445011 -0.50495856 0 -0.40013647 0 0.00081821858 -0.00017541067 0 0 -0.65000211 0.81516724 16.659049 0.10994851 0.91845683 0.14612025 0 0 1717.6614
0.0013567783 2.9138847e-06 354 99848 0.99758927 0.99850045 9509.342 0.26495252 1055.8002 -0.65000123 0.2497581 -0.50026637 0 -0.40013577 0 0.00081821858 -0.00017541067 0 0 -0.65000123 0.82072067 16.362446 0.11099576 0.91891392 0.16353943 0 0 2236.2158
