# Dynamical information [code units]
#1:t #2:Dt #3:tcount #4:N #5:M #6:VR #7:N_c #8:r_c #9:r_max #10:Etot #11:KE #12:PE #13:Etot_int #14:Etot_bin #15:E_cenma #16:Eesc #17:Ebesc #18:Eintesc #19:Eoops #20:Etot+Eoops #21:r_h #22:rho_0 #23:rc_spitzer #24:v0_rms #25:rc_nb #26.DMse(MSUN) #27.DMrejuv(MSUN) #28.N_c_nb
0.00011265929 1.0132692e-05 16 99977 0.9997213 1.0074906 10880.087 0.28251698 16.451948 -0.65061321 0.25416481 -0.50455022 0 -0.40036415 0 0.00013648693 -1.3107539e-07 0 0 -0.65061321 0.810632 10.696197 0.12720133 0.85143335 0.19461302 0 0 3556.4308
0.00012085922 8.1999311e-06 17 99977 0.99971955 0.99729756 9892.8038 0.28136591 12.085561 -0.65059964 0.24903563 -0.49942091 0 -0.40035071 0 0.00013648693 -1.3107539e-07 0 0 -0.65059964 0.81815771 9.4773649 0.13603449 0.85711116 0.20633276 0 0 3901.3018
0.00012593186 5.0726451e-06 18 99977 0.99971846 0.99109171 11436.808 0.27849739 604.60976 -0.65057634 0.24595414 -0.49632973 0 -0.40033711 0 0.00013648693 -1.3107539e-07 0 0 -0.65057634 0.82256776 12.702416 0.11599249 0.84609149 0.17748074 0 0 2960.0235
0.00013037236 4.4405009e-06 19 99977 0.99971558 0.99297517 8978.3587 0.28324982 18.387867 -0.6505517 0.24687154 -0.49723609 0 -0.40032351 0 0.00013648705 -1.3107539e-07 0 0 -0.6505517 0.82708651 8.6401839 0.14109854 0.84884484 0.20687936 0 0 3498.1586
0.00013420433 3.8319617e-06 20 99976 0.99970637 0.99819264 9579.1957 0.28842672 15.272589 -0.6505621 0.2494828 -0.49986904 0 -0.40031309 0 0.00013736811 -1.3107539e-07 0 0 -0.6505621 0.82504563 8.0113195 0.14652711 0.84881748 0.23349584 0 0 5082.2966
0.00013776474 3.5604165e-06 21 99978 0.9997056 0.99214512 11338.86 0.28526326 13.265075 -0.65055885 0.2464982 -0.49689949 0 -0.4002948 0 0.00013736811 -1.3107539e-07 0 0 -0.65055885 0.82429347 11.494391 0.12231375 0.84871636 0.19839891 0 0 3814.6064
0.0001421619 4.3971615e-06 22 99978 0.99970466 0.99882529 11821.484 0.28315504 13.722086 -0.65054375 0.24980826 -0.50020411 0 -0.40028513 0 0.00013736811 -1.3107539e-07 0 0 -0.65054375 0.80838128 11.323608 0.1236395 0.85151826 0.18243393 0 0 3161.6658
0.00015118693 9.0250236e-06 23 99977 0.9996983 0.99986635 10244.838 0.28394662 20.539156 -0.65050961 0.25030424 -0.5006754 0 -0.40027629 0 0.00013796828 -1.3107539e-07 0 0 -0.65050961 0.81044937 9.0038502 0.13803997 0.8477412 0.1924813 0 0 3191.2486
0.00015728073 6.0938038e-06 24 99976 0.99969399 0.9938741 8915.7836 0.289802 24.352838 -0.6504927 0.24731408 -0.49767688 0 -0.40026826 0 0.00013849181 -1.3107539e-07 0 0 -0.6504927 0.82036757 8.0432255 0.14783484 0.85809665 0.2358892 0 0 4808.1675
0.00016471911 7.4383771e-06 25 99976 0.99969237 0.99894888 9341.6153 0.29110157 33.41191 -0.65049593 0.2498478 -0.50022139 0 -0.4002607 0 0.00013849181 -1.3107539e-07 0 0 -0.65049593 0.81826198 8.2094876 0.14414802 0.8453003 0.22526216 0 0 4328.656
0.0001722034 7.4842884e-06 26 99975 0.99968891 0.99464661 11109.846 0.28897787 13.397065 -0.65048732 0.24770607 -0.49807855 0 -0.40025389 0 0.00013918416 -1.3107539e-07 0 0 -0.65048732 0.82473078 11.193998 0.12447232 0.85233376 0.2145776 0 0 4548.4916
0.00017584332 3.6399233e-06 27 99975 0.99968812 1.0031924 8082.1915 0.2888397 25.866525 -0.65047585 0.2519706 -0.50233753 0 -0.40024797 0 0.00013918416 -1.3107539e-07 0 0 -0.65047585 0.8111373 6.2187663 0.16605776 0.84753099 0.23543796 0 0 4377.1152
0.00017960926 3.7659404e-06 28 99974 0.99968289 1.0026679 10742.575 0.28664088 33.645406 -0.65049229 0.25172993 -0.50212026 0 -0.40024199 0 0.00014016497 -1.3107539e-07 0 0 -0.65049229 0.80935318 11.070214 0.1253827 0.85380741 0.21279425 0 0 4395.1494
0.00018473474 5.1254838e-06 29 99974 0.99968177 1.0020117 9517.8807 0.28776319 33.602962 -0.65048771 0.25140056 -0.50179163 0 -0.40023667 0 0.00014016497 -1.3107539e-07 0 0 -0.65048771 0.81357234 8.9930223 0.13820903 0.84826895 0.20604763 0 0 3494.1169
0.00019308874 8.3539979e-06 30 99973 0.99966845 1.006525 9775.3519 0.28613284 153.12828 -0.65046522 0.25366293 -0.50403705 0 -0.4002313 0 0.00014032776 -1.3107539e-07 0 0 -0.65046522 0.80622023 9.5177115 0.13521344 0.85374947 0.20508129 0 0 3599.2114
0.00019532075 2.2320064e-06 31 99973 0.99966796 1.0075124 9732.1887 0.2841147 150.46309 -0.65047206 0.25417563 -0.50456081 0 -0.40022708 0 0.00014032776 -1.3107539e-07 0 0 -0.65047206 0.81240531 9.2981107 0.13659703 0.85247751 0.23526175 0 0 5525.6503
0.00019897867 3.6579268e-06 32 99973 0.99966716 1.0051068 11932.87 0.2773588 89.248227 -0.65045649 0.25294403 -0.50331774 0 -0.40022298 0 0.00014032776 -1.3107539e-07 0 0 -0.65045649 0.80865831 13.221454 0.11630616 0.86553896 0.17573903 0 0 3035.4544
0.00020355563 4.5769547e-06 33 99972 0.99965428 1.0008564 9727.2622 0.28024899 162.93574 -0.65044076 0.25079211 -0.50115505 0 -0.40021903 0 0.00014133965 -1.3107539e-07 0 0 -0.65044076 0.82145189 9.3307526 0.13829931 0.8646148 0.20842665 0 0 4001.4571
0.00021125965 7.7040222e-06 34 99972 0.99965259 1.0142556 10035.03 0.2857189 128.75192 -0.65045349 0.25762253 -0.50800315 0 -0.40021408 0 0.00014133965 -1.3107539e-07 0 0 -0.65045349 0.80095808 9.0809091 0.13863438 0.85502714 0.21692445 0 0 4391.6458
0.00021962797 8.3683157e-06 35 99967 0.99956511 1.0163934 9445.2309 0.28240409 67.267705 -0.65047486 0.25871271 -0.50907987 0 -0.40022858 0 0.00014950359 -2.8624957e-05 0 0 -0.65047486 0.79845863 9.2938617 0.1393853 0.86967978 0.2140721 0 0 4114.1473
0.00022289317 3.2651989e-06 36 99967 0.99956439 1.0123572 10376.171 0.27528261 162.64842 -0.65043783 0.25659742 -0.50693062 0 -0.40022551 0 0.00014950359 -2.8624957e-05 0 0 -0.65043783 0.80707196 11.73739 0.12470238 0.87438922 0.17524656 0 0 2677.0059
0.00022926927 6.3761058e-06 37 99965 0.99955685 1.0035425 10777.415 0.27442025 162.35788 -0.65045139 0.25213097 -0.50248189 0 -0.40022219 0 0.00015034907 -2.8624957e-05 0 0 -0.65045139 0.81127956 11.062306 0.12788975 0.87056834 0.20811562 0 0 4700.8909
