# Ejected BHs
#1:tcount  #2:TotalTime  #3:Nbh,tot  #4:Nbh,single  #5:Nbinarybh  #6:Nbh-bh  #7:Nbh-nonbh  #8:Nbh-ns  #9:N_bh-wd  #10:N_bh-star  #11:Nbh-ms  #12:Nbh-postms #13:fb_bh [(# binaries containing a bh)/(total # systems containing a bh)]
78 0.0045073411 163 145 12 6 6 0 0 6 6 0 0.0764331
79 0.0045876352 163 145 12 6 6 0 0 6 6 0 0.0764331
80 0.0046752092 163 145 12 6 6 0 0 6 6 0 0.0764331
81 0.004737317 163 145 12 6 6 0 0 6 6 0 0.0764331
82 0.0047628983 163 145 12 6 6 0 0 6 6 0 0.0764331
83 0.0048453708 163 145 12 6 6 0 0 6 6 0 0.0764331
84 0.0049482999 163 145 12 6 6 0 0 6 6 0 0.0764331
85 0.004998569 163 145 12 6 6 0 0 6 6 0 0.0764331
86 0.0050725659 163 145 12 6 6 0 0 6 6 0 0.0764331
87 0.0051266461 163 145 12 6 6 0 0 6 6 0 0.0764331
88 0.0051906543 163 145 12 6 6 0 0 6 6 0 0.0764331
89 0.0052862815 163 145 12 6 6 0 0 6 6 0 0.0764331
90 0.0053645293 163 145 12 6 6 0 0 6 6 0 0.0764331
91 0.0054507935 163 145 12 6 6 0 0 6 6 0 0.0764331
92 0.0054987387 163 145 12 6 6 0 0 6 6 0 0.0764331
93 0.0055779184 163 145 12 6 6 0 0 6 6 0 0.0764331
94 0.0056221108 163 145 12 6 6 0 0 6 6 0 0.0764331
95 0.0056942235 163 145 12 6 6 0 0 6 6 0 0.0764331
