#1:tcount #2:t #3:m #4:r #5:vr #6:vt #7:r_peri #8:r_apo #9:Rtidal #10:phi_rtidal #11:phi_zero #12:E #13:J #14:id #15:binflag #16:m0[MSUN] #17:m1[MSUN] #18:id0 #19:id1 #20:a #21:e #22:startype #23:bin_startype0 #24:bin_startype1 #25:rad0 #26:rad1 #27:tb #28:lum0 #29:lum1 #30:massc0 #31:massc1 #32:radc0 #33:radc1 #34:menv0 #35:menv1 #36:renv0 #37:renv1 #38:tms0 #39:tms1 #40:dmdt0 #41:dmdt1 #42:radrol0 #43:radrol1 #44:ospin0 #45:ospin1 #46:B0 #47:B1 #48:formation0 #49:formation1 #50:bacc0 #51:bacc1 #52:tacc0 $53:tacc1 #54:mass0_0 #55:mass0_1 #56:epoch0 #57:epoch1 #58:bhspin #59:bhspin1 #60:bhspin2 #61:ospin #62:B #63:formation
350 0.0013451191 0.79011137 0.65096276 -1.0570889 1.0577746 0.22452472 2.6866864 999200.03 -9.9830094e-07 -1.9605033 0.010191204 0.68857189 95913 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 6.11922 0 0
355 0.0013591672 1.1651611 0.078732711 -0.28044867 2.0039966 0.076466784 0.98056621 999195.78 -9.9829244e-07 -2.0386005 0.095486892 0.15778009 5999 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 84.4098 0 0
355 0.0013591672 0.1906497 0.23075185 -0.86986496 1.8420241 0.23075185 0.23075185 999195.78 -9.9829244e-07 -2.0386005 0.42422073 0.42505048 37991 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000278845 0 0
361 0.0013808671 0.35356164 0.54822635 -0.48058936 1.4868519 0.46632806 3.2277161 999189.19 -9.9827928e-07 -1.9580188 0.0064253244 0.8151314 62276 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0211718 0 0
368 0.0014038468 0.22252885 0.40352024 1.2309545 1.8326727 0.40352024 0.40352024 999185.36 -9.9827163e-07 -2.4589812 1.0450751 0.73952053 31867 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000809585 0 0
369 0.0014072335 0.1550391 0.44893003 -1.3502133 1.2857906 0.44893003 0.44893003 999184.48 -9.9826987e-07 -2.0776985 0.40560291 0.57723002 28053 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 5.38923e-05 0 0
371 0.0014134164 0.12786948 0.14339026 0.61814938 1.8575716 0.14339026 0.14339026 999183.18 -9.9826728e-07 -2.0122948 0.11717926 0.26635767 16378 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.11806e-05 0 0
382 0.0014418719 0.36000769 0.13891522 1.6286207 2.7198425 0.13891522 0.13891522 999180.1 -9.9826112e-07 -1.9522317 3.2174616 0.3778275 14819 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0240807 0 0
382 0.0014418719 0.7387348 0.45272101 -0.45909458 1.6839332 0.28028002 1.4005914 999180.1 -9.9826112e-07 -1.9522317 0.19748354 0.76235195 45430 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 3.86671 0 0
385 0.0014512374 0.17878147 0.29851143 1.6860021 0.52111749 0.18929605 2.1710418 999175.38 -9.9825169e-07 -2.0689684 0.0057658108 0.15555952 18168 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000172458 0 0
387 0.0014567291 0.21043148 0.81923037 0.64462068 1.6203011 0.81923037 0.81923037 999173.96 -9.9824886e-07 -2.0425163 0.55479305 1.3273999 26615 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000549712 0 0
393 0.0014766727 0.2528186 0.066915069 0.74203928 1.887064 0.052957695 1.1596607 999171.27 -9.9824347e-07 -1.9948133 0.11674527 0.12627302 29817 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00197255 0 0
394 0.0014810295 0.61381141 0.048943203 -0.46425075 1.9421505 0.039326391 1.9222867 999170.07 -9.9824108e-07 -1.9850125 0.030017563 0.095055067 6018 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.06884 0 0
394 0.0014810295 0.25652533 0.47929358 -1.3410669 0.98193227 0.14718827 1.8919255 999170.07 -9.9824108e-07 -1.9850125 0.087381857 0.47063383 51452 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0021846 0 0
400 0.0014975689 0.47783285 0.11361059 -0.464613 3.0910005 0.11361059 0.11361059 999165.24 -9.9823143e-07 -2.0659785 3.0159111 0.3511704 0 1 0.27029196 0.032035352 4082 100395 0.013369978 0.64530234 na 0 0 0.264828 0.208315 1.02695 0.0161569 6.94121e-06 0 0 0 0 0.270292 0.0160177 0.264828 0.135405 310301 2.2227e+07 0 -0 0.460175 0.940902 0.0816528 3.50893e-07 0 0 0 0 0 0 0 0 0.270292 0.0320354 0 0 na 0 0 na na na
405 0.0015089012 2.2407037 0.36928122 0.30468087 1.6997428 0.30378939 3.2947246 999162.55 -9.9822605e-07 -1.9366123 0.050981981 0.62768308 96757 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 5869.67 0 0
410 0.0015241692 0.24157217 0.14560757 -0.9621991 2.6681284 0.14560757 0.14560757 999153.25 -9.9820747e-07 -2.0103693 2.2279816 0.3884997 0 1 0.087729756 0.065114205 4806 100479 0.0066700166 0.54663712 na 0 0 0.148896 0.164452 0.508928 0.000917837 0.000257067 0 0 0 0 0.0438649 0.0325571 0.0967822 0.106894 2.96402e+06 5.38022e+06 0 -0 0.565636 0.715859 2.16591e-05 1.89987e-06 0 0 0 0 0 0 0 0 0.0877298 0.0651142 0 0 na 0 0 na na na
411 0.0015272206 0.17657515 0.058214943 1.5703983 1.2666233 0.01416773 1.9463905 999152.19 -9.9820535e-07 -2.0503088 0.058825362 0.073736402 12865 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000155833 0 0
411 0.0015272206 1.0523743 0.1113538 1.3641701 2.4272436 0.1113538 0.1113538 999152.19 -9.9820535e-07 -2.0503088 2.0119293 0.27028281 25913 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 42.1218 0 0
414 0.0015341665 0.77956146 0.1134332 -0.34269768 2.4325679 0.1134332 0.1134332 999147.28 -9.9819553e-07 -1.9560372 1.1640793 0.27593397 3044 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 5.58449 0 0
417 0.001547122 0.26179128 0.10981436 -0.064999246 3.250778 0.10981436 0.10981436 999143.43 -9.9818785e-07 -2.0014638 3.4173947 0.35698212 33508 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00251973 0 0
417 0.001547122 0.31426215 0.31632941 1.550633 1.0804948 0.31632941 0.31632941 999143.43 -9.9818785e-07 -2.0014638 0.28243088 0.34179227 31534 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00915897 0 0
417 0.001547122 0.24252051 0.39102733 0.12104854 2.4113755 0.39102733 0.39102733 999143.43 -9.9818785e-07 -2.0014638 1.5171131 0.94291372 904 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00147427 0 0
423 0.0015628206 0.37982803 0.49000346 -1.7115116 0.14751721 0.11070247 1.1535511 999138.88 -9.9817876e-07 -2.0671033 0.19594085 0.072283946 50260 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0352893 0 0
432 0.0015801882 0.1696574 0.042507437 2.0597648 0.57015817 0.032809615 2.7956823 999135.52 -9.9817204e-07 -2.0473793 0.24675038 0.024235963 94915 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000112453 0 0
437 0.0015903491 0.62412959 0.065663894 1.4673558 1.3550898 0.057279831 1.1512599 999133.87 -9.9816875e-07 -2.0853752 0.032424119 0.088980472 65237 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.20132 0 0
444 0.0016104953 0.23527378 0.075269269 -0.92509606 1.8242189 0.075269012 1.4125741 999129.68 -9.9816037e-07 -2.2404467 0.069332271 0.13730762 58502 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00119283 0 0
445 0.001612593 0.20064653 0.61258304 -1.107702 1.1647007 0.29157333 1.8671829 999128.58 -9.9815817e-07 -2.1842946 0.15031951 0.71347592 65572 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000395914 0 0
450 0.0016290853 0.1919743 0.50129164 -0.28137392 1.5890817 0.5012707 1.3131947 999126.33 -9.9815368e-07 -2.0639304 0.033514168 0.79659335 75698 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000292375 0 0
469 0.0016795691 0.21840586 0.20974908 1.7738418 0.46877325 0.086730708 3.0148652 999119.95 -9.9814094e-07 -2.0245895 0.0031323143 0.098324757 95896 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000711079 0 0
470 0.0016820222 0.29703174 0.054420887 2.0779938 0.7899957 0.044156771 3.169468 999118.75 -9.9813853e-07 -2.0210434 0.48860679 0.042992267 62525 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00614151 0 0
474 0.0016900468 0.95562016 0.29566744 0.85335989 1.5846122 0.29557534 0.85675492 999116.74 -9.9813452e-07 -2.2538038 0.074246055 0.46851823 20476 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 22.0194 0 0
492 0.0017343944 0.25665673 0.045370959 -0.291699 2.0763986 0.040169085 1.6739087 999108.69 -9.9811844e-07 -2.1007733 0.15328424 0.094208197 68110 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00219247 0 0
496 0.0017449227 0.37750914 0.44662176 0.34252185 1.6047704 0.44600004 2.0262361 999106.63 -9.9811432e-07 -2.2493821 0.012833674 0.71672539 43563 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0337809 0 0
502 0.0017621538 0.98735578 0.66779093 0.9569911 1.1831528 0.38724282 2.6283994 999103.4 -9.9810787e-07 -2.1129009 0.066339454 0.79009874 83939 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 27.414 0 0
518 0.0018050829 0.40946893 0.046139331 1.3582915 1.7660761 0.028381751 2.7938814 999094.72 -9.9809053e-07 -2.1888935 0.43346232 0.081485569 94850 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.060332 0 0
520 0.0018095596 0.33940956 0.44942164 1.1793591 1.1521089 0.20664196 6.0531057 999092.86 -9.9808682e-07 -2.0811932 0.027984468 0.51778266 94641 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0158284 0 0
530 0.0018386344 1.9178265 0.086566285 0.96667295 2.2162463 0.086566285 0.086566285 999088.37 -9.9807784e-07 -2.0845873 0.99744567 0.1918522 5721 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 2424.62 0 0
534 0.0018496894 0.65371882 0.36474199 1.059078 1.3510084 0.31692365 0.6255937 999080.51 -9.9806213e-07 -2.1472713 0.034025587 0.49276948 32730 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.6603 0 0
535 0.0018530788 0.32066403 0.042911452 -0.72188876 1.9150444 0.038732691 1.1492405 999078.02 -9.9805717e-07 -2.256744 0.002499772 0.082177335 52498 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0105687 0 0
536 0.0018596341 0.50339416 0.14907956 -0.10928361 2.2614301 0.11394886 0.9982491 999076.54 -9.9805421e-07 -2.2084831 0.73959483 0.337133 72094 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.263046 0 0
538 0.0018651585 0.33544396 0.73920764 -0.35798239 1.9772752 0.73920764 0.73920764 999073.7 -9.9804854e-07 -2.1124066 0.99224095 1.4616169 0 1 0.11646477 0.095772358 42317 104331 1.5909044 0.89663931 na 0 0 0.135477 0.144605 1590.91 0.00246689 0.00127681 0 0 0 0 0.0582324 0.0478862 0.0880602 0.0939935 1.68201e+06 2.48717e+06 0 -0 0.00967976 0.0112978 0.000218836 4.43209e-05 0 0 0 0 0 0 0 0 0.116465 0.0957724 0 0 na 0 0 na na na
541 0.0018728269 0.55940347 0.10522638 1.8429022 0.72414217 0.031247784 1.9592062 999071.73 -9.980446e-07 -2.0755263 0.056695234 0.076198857 87408 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.555876 0 0
548 0.0018883453 0.13016745 0.13541784 0.96959905 1.7341287 0.046958004 3.2177432 999068.1 -9.9803736e-07 -2.0331583 0.12535126 0.23483196 94133 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.29304e-05 0 0
550 0.0018940244 0.14824818 0.17623181 1.6829802 1.0090978 0.11387804 0.89704288 999066.93 -9.9803502e-07 -2.0969441 0.16282086 0.17783513 6155 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 3.73882e-05 0 0
559 0.0019158355 0.80688058 0.10228201 -1.0562735 1.9833178 0.10228201 0.10228201 999063.46 -9.9802807e-07 -2.0355386 0.63131168 0.20285773 0 1 0.37484707 0.13567044 11 100002 0.17963707 0.48577355 na 0 0 0.335834 0.156457 38.9205 0.0299823 0.00384154 0 0 0 0 0.310801 0.0678352 0.262186 0.101697 154669 1.23958e+06 -0 0 0.0360808 0.0266843 0.833351 0.000626104 0 0 0 0 0 0 0 0 0.374847 0.13567 0 0 na 0 0 na na na
560 0.0019179272 0.40369193 0.078943976 -1.3559146 1.4978531 0.059854888 1.15939 999060.52 -9.980222e-07 -2.0797551 0.080722778 0.11824648 56891 1 0.1823363 0.073081674 56891 105844 0.47466207 0.68903556 na 0 0 0.19995 0.158244 236.342 0.007797 0.000431734 0 0 0 0 0.0911681 0.0365408 0.129968 0.102859 686152 4.27112e+06 0 -0 0.0137092 0.0164492 0.00495903 4.875e-06 0 0 0 0 0 0 0 0 0.182336 0.0730817 0 0 na 0 0 na na na
560 0.0019179272 1.2155514 0.063777338 0.7075662 1.9961772 0.063777338 0.063777338 999060.52 -9.980222e-07 -2.0797551 0.24787191 0.12731087 0 1 0.6880265 0.081059152 7423 100748 0.1990153 0.58657 na 0 0 0.616926 0.152873 36.9771 0.299466 0.000669299 0 0 0 0 0.0730279 0.0405296 0.205314 0.0993674 24588.8 3.47186e+06 -0 0 0.0617334 0.0398659 52.6054 1.13572e-05 0 0 0 0 0 0 0 0 0.688026 0.0810592 0 0 na 0 0 na na na
560 0.0019179272 7.4158215 0.096280725 1.0156068 2.181838 0.096280725 0.096280725 999060.52 -9.980222e-07 -2.0797551 0.98011373 0.21006895 3206 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 7709.26 0 0
565 0.0019305182 0.20843856 0.41912635 0.22569892 2.002208 0.41912635 0.41912635 999028.92 -9.9795907e-07 -2.1237248 0.66173624 0.83917815 13291 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000514752 0 0
569 0.0019425443 0.52196259 0.66823316 -0.1770718 1.7242273 0.66823316 0.66823316 999026.62 -9.9795449e-07 -2.08132 0.41285445 1.1521859 15019 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.340259 0 0
572 0.0019481141 0.16795527 0.060198786 2.0737345 1.4811583 0.060198786 0.060198786 999024.05 -9.9794934e-07 -2.0442512 1.2316774 0.089163933 4145 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000103567 0 0
573 0.0019512887 0.42353932 0.055710313 1.1688638 1.7091886 0.044077955 1.9265538 999023.3 -9.9794784e-07 -2.0755316 0.10520634 0.095219433 44637 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0767872 0 0
573 0.0019512887 2.1750797 0.092565637 1.8358392 0.73719957 0.018607076 3.3822652 999023.3 -9.9794784e-07 -2.0755316 0.0024461944 0.068239348 97475 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 5042.13 0 0
573 0.0019512887 18.657968 0.24868338 -1.5755888 1.1327724 0.030822519 0.581492 999023.3 -9.9794784e-07 -2.0755316 0.24887186 0.28170167 39795 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 3392.56 0 0
573 0.0019512887 0.36085836 0.31279696 0.48842061 1.6877604 0.29617325 1.3533496 999023.3 -9.9794784e-07 -2.0755316 0.017671729 0.52792632 65783 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0244892 0 0
586 0.0019855832 0.4025981 0.031895826 -2.3089869 0.85948084 0.031895826 0.031895826 998946.77 -9.9779496e-07 -2.1059689 0.96203899 0.027413851 0 1 0.14557822 0.10914768 1468 100161 1.1681221 0.79633577 na 0 0 0.166568 0.138439 913.663 0.00462422 0.00200619 0 0 0 0 0.0727891 0.0545738 0.108269 0.0899856 1.07661e+06 1.91504e+06 -0 0 0.00806068 0.00764135 0.00102126 0.000128848 0 0 0 0 0 0 0 0 0.145578 0.109148 0 0 na 0 0 na na na
597 0.0020129196 0.41504332 0.25607978 1.2396148 1.4325264 0.13078569 1.7646981 998942.02 -9.9778548e-07 -2.0425981 0.19694807 0.36684104 91888 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0664459 0 0
609 0.0020419978 0.92422106 0.60719589 -1.0725106 1.1848335 0.48501114 2.2549716 998936.62 -9.977747e-07 -2.1145742 0.12933857 0.71942602 75296 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 17.6021 0 0
611 0.0020457099 0.2868038 0.045479954 -1.4857464 1.3591159 0.0093029976 1.4845535 998933.04 -9.9776754e-07 -2.0047011 0.039311388 0.061812528 34567 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00479346 0 0
615 0.0020532688 0.34731904 0.029962039 1.6949931 1.3616501 0.0082079173 1.5946577 998930.98 -9.9776342e-07 -2.2146626 0.18128729 0.040797813 47968 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0186489 0 0
617 0.0020575461 1.0109766 0.22836639 0.56768588 1.7313743 0.10268996 0.34943865 998929.46 -9.9776039e-07 -2.1130081 0.0042171928 0.39538769 1656 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 32.1341 0 0
625 0.0020738882 1.5391703 0.40990096 -0.54359401 1.6913885 0.2898977 3.3469442 998923.77 -9.9774903e-07 -2.0524475 0.20836841 0.69330177 29156 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 584.256 0 0
634 0.0020975448 1.8850844 107.65534 0.16516329 0.0038231656 0.041899481 114.85762 998915.45 -9.9773239e-07 -2.0769946 0.0043881296 0.41158419 61637 1 0.95295813 0.23974452 61637 106333 0.77586225 0.6644206 na 1 0 0.805355 0.243718 228.56 1.38255 0.0131508 0 0 0 0 0.0381156 0.119872 0.220591 0.158417 7075.17 395891 -0 0 0.0287314 0.0162455 504.026 0.0346917 0 0 0 0 0 0 0 0 0.952958 0.239745 0 0 na 0 0 na na na
638 0.0021058983 0.87690013 0.55978327 -0.30041097 1.6679688 0.54157376 1.4778474 998908.13 -9.9771777e-07 -2.1498219 0.24169519 0.93370101 72855 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 12.3714 0 0
639 0.002107417 1.0953437 0.2609177 0.57075091 1.7109697 0.23213848 1.6738103 998904.86 -9.9771124e-07 -2.0942989 0.033709992 0.44642229 60976 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 55.2645 0 0
641 0.0021117081 2.7162305 0.17508083 1.8992117 0.55636997 0.069774898 0.38816505 998900.65 -9.9770283e-07 -2.156702 0.20574027 0.097409718 8128 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 11167.9 0 0
652 0.0021358866 1.2976124 0.54578594 1.0982224 1.3880452 0.29876148 2.4155331 998888.39 -9.9767834e-07 -2.3273039 0.35432153 0.75757558 86939 1 0.5325384 0.28846769 86939 108890 1.5729391 0.63309987 na 0 0 0.465909 0.277071 795.216 0.0936868 0.0180512 0 0 0 0 0.128315 0.288468 0.175049 0.277071 60986.4 271473 -0 0 0.00867624 0.00682438 9.38845 0.129913 0 0 0 0 0 0 0 0 0.532538 0.288468 0 0 na 0 0 na na na
657 0.0021505685 0.15423936 0.12036412 -1.8489211 0.78700731 0.01817187 0.44703154 998882.22 -9.9766602e-07 -2.0873852 0.15511581 0.094727441 16468 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 5.16645e-05 0 0
659 0.0021595282 0.22396572 0.28799089 -1.1964779 2.0146787 0.28799089 0.28799089 998880.31 -9.9766221e-07 -2.1422304 1.2077902 0.58020912 2283 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000846593 0 0
661 0.0021661135 0.87012604 0.15241188 -0.60818964 1.8019188 0.15051455 1.7480888 998878.94 -9.9765947e-07 -2.1387244 0.015782107 0.27463384 47374 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 11.743 0 0
675 0.0021967956 1.1159848 0.065097445 -0.74732588 1.899094 0.065097445 0.065097445 998871.47 -9.9764454e-07 -2.1334136 0.053316709 0.12362617 3892 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 62.7728 0 0
678 0.0022069387 1.1665142 0.33208171 1.7887013 0.95797752 0.2495445 1.2566366 998866.51 -9.9763464e-07 -2.2033694 0.56771001 0.31812682 63969 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 85.0874 0 0
679 0.0022088372 1.4236334 0.071057548 0.71945888 2.0994771 0.070996585 0.70272615 998862.09 -9.9762582e-07 -2.1049976 0.4399192 0.14918369 14137 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 341.602 0 0
682 0.0022169324 26.020699 0.065499028 -2.476416 2.2247489 0.065499028 0.065499028 998856.45 -9.9761456e-07 -2.0496482 3.5417195 0.14571889 102904 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 2574.58 0 0
684 0.0022209687 0.12697447 0.19339153 1.0527533 1.6074379 0.11661152 0.74039216 998768.7 -9.9743928e-07 -2.1088925 0.13085972 0.31086487 26005 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.05575e-05 0 0
690 0.002231196 0.47436737 0.11859052 -1.1946571 1.5534505 0.11840893 0.93772076 998766.97 -9.9743583e-07 -2.0766104 0.043942429 0.18422451 8836 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.172349 0 0
691 0.0022332464 0.22641589 0.10785642 -3.014658 0.99180332 0.10785642 0.10785642 998764.96 -9.9743181e-07 -2.1589425 3.1066092 0.10697236 99830 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000913093 0 0
702 0.0022566091 0.18369815 4.4419331 -0.70598568 0.0040448579 0.006217935 10.447045 998760.8 -9.974235e-07 -2.1018497 0.025284331 0.017966988 53099 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000215212 0 0
704 0.0022612664 0.21387788 0.65772728 1.0615857 2.6549074 0.65772728 0.65772728 998759.62 -9.9742115e-07 -2.1801732 2.9907474 1.746205 40565 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00061505 0 0
719 0.0022892008 0.97852315 0.19720837 0.30528007 2.0972822 0.14371794 1.0398091 998754.89 -9.9741171e-07 -2.1698869 0.52585297 0.4136016 60135 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 25.8095 0 0
719 0.0022892008 0.82548152 11.435744 -0.51016219 0.0036329649 0.0062144423 13.548918 998754.89 -9.9741171e-07 -2.1698869 0.043061717 0.041545657 8171 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 8.23366 0 0
726 0.0022991122 0.14150881 0.061389583 1.929107 0.8800597 0.020944308 1.6579388 998747.27 -9.9739649e-07 -2.1082812 0.22541431 0.054026498 53022 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 2.55733e-05 0 0
726 0.0022991122 0.46627382 0.1766103 -1.870083 0.30291947 0.014178733 3.2581609 998747.27 -9.9739649e-07 -2.1082812 0.019374755 0.053498699 98098 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.152455 0 0
