#1:tcount #2:t #3:m #4:r #5:vr #6:vt #7:r_peri #8:r_apo #9:Rtidal #10:phi_rtidal #11:phi_zero #12:E #13:J #14:id #15:binflag #16:m0[MSUN] #17:m1[MSUN] #18:id0 #19:id1 #20:a #21:e #22:startype #23:bin_startype0 #24:bin_startype1 #25:rad0 #26:rad1 #27:tb #28:lum0 #29:lum1 #30:massc0 #31:massc1 #32:radc0 #33:radc1 #34:menv0 #35:menv1 #36:renv0 #37:renv1 #38:tms0 #39:tms1 #40:dmdt0 #41:dmdt1 #42:radrol0 #43:radrol1 #44:ospin0 #45:ospin1 #46:B0 #47:B1 #48:formation0 #49:formation1 #50:bacc0 #51:bacc1 #52:tacc0 $53:tacc1 #54:mass0_0 #55:mass0_1 #56:epoch0 #57:epoch1 #58:bhspin #59:bhspin1 #60:bhspin2 #61:ospin #62:B #63:formation
1 1.0111745e-05 0.31262803 0.14218541 0.15317401 2.277332 0 0 1000000 -9.999e-07 -1.8230261 0.85698789 0.32380338 2058 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00882636 0 0
1 1.0111745e-05 0.34889513 0.29894122 -0.53189564 1.875406 0 0 1000000 -9.999e-07 -1.8230261 0.36241878 0.56063615 12016 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.01926 0 0
1 1.0111745e-05 0.12986849 0.73484743 -0.81041176 1.2457484 0 0 1000000 -9.999e-07 -1.8230261 0.064153938 0.915435 45680 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.269e-05 0 0
5 3.8529565e-05 1.3515757 0.77498028 -1.6152901 0.41277254 0.37078624 2.796141 999988.17 -9.9987634e-07 -1.8356334 0.38267047 0.31989058 92241 1 0.74999499 0.10515397 92241 109417 15.500732 0.99085623 na 0 0 0.669335 0.14017 24104.5 0.451311 0.00177227 0 0 0 0 0.0622499 0.052577 0.214159 0.0911107 17596.1 2.06323e+06 -0 0 0.0398884 0.0201894 95.0678 9.50432e-05 0 0 0 0 0 0 0 0 0.749995 0.105154 0 0 na 0 0 na na na
8 5.5737273e-05 0.2440619 0.19565841 0.38680177 2.8116559 0.19565841 0.19565841 999982.44 -9.9986488e-07 -1.8558264 2.3395429 0.55012413 12499 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00154106 0 0
8 5.5737273e-05 1.2809077 0.28528262 -0.44728204 1.795063 0.28489047 2.9664098 999982.44 -9.9986488e-07 -1.8558264 0.15092477 0.51210028 91647 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 163.145 0 0
9 6.1427342e-05 0.57210248 0.47439681 -1.4489393 0.76382973 0.3820569 2.3733632 999976.67 -9.9985334e-07 -1.8576307 0.036135642 0.36235839 32058 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.651395 0 0
9 6.1427342e-05 0.91423488 0.54225732 0.32893779 1.9663411 0.54225732 0.54225732 999976.67 -9.9985334e-07 -1.8576307 0.7634557 1.0662629 1127 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 16.366 0 0
10 6.9183435e-05 0.70290547 0.085382752 -0.2570661 1.9381146 0.085302019 0.24425512 999971.31 -9.9984263e-07 -1.8577201 0.085209263 0.16548156 7840 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 2.74631 0 0
10 6.9183435e-05 0.49052648 0.24160975 -1.5431792 0.9432834 0.13126029 0.57662997 999971.31 -9.9984263e-07 -1.8577201 0.00070455195 0.22790647 30932 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.218787 0 0
10 6.9183435e-05 0.2248528 0.8023367 0.64442439 1.2956556 0.49881377 0.91293253 999971.31 -9.9984263e-07 -1.8577201 0.063501135 1.0395521 49014 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000870167 0 0
13 8.6689415e-05 0.19216097 0.22560349 -1.4375453 1.4904835 0.22439791 0.55812118 999965.42 -9.9983085e-07 -1.8599544 0.48105676 0.33625828 31423 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000294327 0 0
13 8.6689415e-05 0.1447721 0.3076306 0.29364583 1.868164 0.30124025 0.71198806 999965.42 -9.9983085e-07 -1.8599544 0.24654564 0.57470443 38524 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 3.08046e-05 0 0
14 9.868663e-05 0.75169581 0.87935818 -0.86026702 1.2992528 0.73366616 1.0636116 999963.67 -9.9982736e-07 -1.8725888 0.28814846 1.1425086 53134 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 4.35602 0 0
15 0.00010252659 0.19567286 0.15428336 0.28781902 2.2428355 0.15428336 0.15428336 999960.32 -9.9982065e-07 -1.8543607 0.79960886 0.34603219 1720 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00033322 0 0
16 0.00011265929 14.554473 0.096466605 -1.8342155 1.3182744 0.095872796 1.0097691 999959.39 -9.998188e-07 -1.8718484 0.71992758 0.12716946 49724 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 4267.74 0 0
16 0.00011265929 0.75400758 0.20559826 0.65566244 1.8068229 0.1717437 2.5792552 999959.39 -9.998188e-07 -1.8718484 0.15939734 0.37147965 94833 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 4.44849 0 0
16 0.00011265929 0.16214214 0.4416109 1.4167184 1.2559132 0.17456002 3.2020658 999959.39 -9.998188e-07 -1.8718484 0.44255437 0.55462497 78259 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 7.76859e-05 0 0
19 0.00013037236 0.1918594 604.60976 -0.058513124 0.0039408056 0.735969 760.18986 999906.14 -9.9971232e-07 -1.8532922 6.6164176e-05 2.3826495 26504 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000291179 0 0
20 0.00013420433 0.83874689 0.11357134 1.793059 0.74524641 0.1125617 0.92272283 999905.19 -9.9971041e-07 -1.8339725 0.10504471 0.084638637 24225 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 9.16965 0 0
23 0.00015118693 0.44112812 0.03067301 1.2669638 1.5523016 0.016516587 0.36088486 999901.54 -9.9970312e-07 -1.8854669 0.13605353 0.047613763 13627 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.102662 0 0
24 0.00015728073 0.29898815 0.28456016 0.80521951 1.6833137 0.22945477 1.9056446 999899.42 -9.9969888e-07 -1.8425464 0.17509859 0.479004 41782 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00643369 0 0
26 0.0001722034 0.18405659 0.75160541 0.75072921 1.4958468 0.75160541 0.75160541 999897.45 -9.9969494e-07 -1.8597888 0.37616118 1.1242865 76015 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000218664 0 0
28 0.00017960926 0.44065524 0.4936635 -0.55320194 1.6456309 0.4936635 0.4936635 999896.03 -9.996921e-07 -1.8456778 0.22258188 0.81238789 10802 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.10188 0 0
30 0.00019308874 1.1503523 0.20773764 1.5234876 1.0317733 0.20110406 0.4453117 999893.91 -9.9968787e-07 -1.892113 0.014150513 0.21433815 8037 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 77.2906 0 0
33 0.00020355563 1.1877242 0.1911009 0.96584085 1.6297397 0.18811854 0.5519136 999889.04 -9.9967813e-07 -1.915014 0.085196322 0.31144472 5930 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 96.378 0 0
35 0.00021962797 0.36822807 0.10244086 -0.57454896 1.8982535 0.096394443 0.6817304 999884.18 -9.9966841e-07 -1.894965 0.12737924 0.19445871 37835 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0282859 0 0
35 0.00021962797 1.0062322 0.14553268 -0.46280561 2.03473 0.11089807 0.7210082 999884.18 -9.9966841e-07 -1.894965 0.38556442 0.29611972 17116 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 31.1338 0 0
35 0.00021962797 0.53379334 0.19768666 1.3007105 1.3972874 0.049228326 0.44445744 999884.18 -9.9966841e-07 -1.894965 0.10471167 0.27622509 2252 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.398909 0 0
35 0.00021962797 0.7659038 0.34601214 -1.1543972 1.5044714 0.088855783 0.61999984 999884.18 -9.9966841e-07 -1.894965 0.30824219 0.52056538 1424 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 4.95063 0 0
35 0.00021962797 5.8896813 0.36978624 -0.16176769 1.7071029 0.26066792 1.8624588 999884.18 -9.9966841e-07 -1.894965 0.015203542 0.63126316 85204 1 2.4341597 1.2922722 85204 108715 2.8440733 0.64015456 na 1 1 1.12422 0.98302 907.517 59.7028 5.21853 0 0 0 0 1e-10 1e-10 1e-10 1e-10 446.433 2553.11 -9.45481e-05 6.96106e-11 0.0117569 0.013722 12220.9 3544.16 0 0 0 0 0 0 0 0 2.43416 1.29227 -2.3257e-10 0 na 0 0 na na na
37 0.00022926927 0.19392037 0.62539735 -1.6212367 0.19035926 0.18593746 2.5317902 999854.78 -9.9960962e-07 -1.9227559 0.1912279 0.11905018 71712 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000313287 0 0
37 0.00022926927 0.41948414 0.67719456 -0.055352303 1.5508555 0.64416114 2.1816868 999854.78 -9.9960962e-07 -1.9227559 0.11314903 1.0502309 89655 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0716909 0 0
39 0.00024237629 0.28955208 0.098151193 0.86138902 1.8370671 0.057433908 0.40362682 999851.8 -9.9960366e-07 -1.8760406 0.23665598 0.18031033 22996 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0051277 0 0
39 0.00024237629 0.97369786 0.79081996 -0.66848552 1.6651662 0.37011387 3.7946395 999851.8 -9.9960366e-07 -1.8760406 0.61929371 1.3168466 88386 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 24.9679 0 0
41 0.00025427786 0.12680904 0.22724209 1.4708444 1.3309733 0.21811506 0.61931138 999846.96 -9.9959398e-07 -1.8694672 0.3232545 0.30245315 8482 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.04458e-05 0 0
42 0.00026322263 0.7514319 0.080410374 -1.1651946 1.5249687 0.065634968 0.91801222 999845.78 -9.9959163e-07 -1.8647356 0.0016600205 0.1226233 50398 1 0.3135818 0.16185304 50398 105169 0.098601993 0.40901385 na 0 0 0.293868 0.182064 16.4011 0.0208957 0.00598732 0 0 0 0 0.313582 0.0809265 0.293868 0.118341 228128 870964 -0 0 0.0536647 0.0449503 0.235481 0.00214228 0 0 0 0 0 0 0 0 0.313582 0.161853 0 0 na 0 0 na na na
44 0.00027811495 12.636193 0.27206702 1.3844386 1.3377519 0.19313336 2.9910488 999841.79 -9.9958364e-07 -1.870889 0.26238754 0.36395818 95345 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 4669.88 0 0
45 0.00028113055 0.41402334 0.78061252 -0.99922893 1.0256602 0.65813952 2.4652715 999799.37 -9.9949884e-07 -1.8603226 0.025578183 0.80064323 92992 1 0.16445605 0.097498656 92992 109479 1.0255505 0.63277338 na 0 0 0.184428 0.143747 741.161 0.00621239 0.00136199 0 0 0 0 0.082228 0.0487493 0.119878 0.0934354 843602 2.39989e+06 -0 0 0.0053623 0.00530558 0.00239621 5.12794e-05 0 0 0 0 0 0 0 0 0.164456 0.0974987 0 0 na 0 0 na na na
51 0.00030922289 0.48281658 0.10604313 -1.349746 1.4472864 0.020970579 2.0306292 999796.2 -9.994925e-07 -1.9242517 0.14343004 0.15347478 65226 1 0.18606161 0.11941894 65226 106691 0.35331081 0.79146984 na 0 0 0.203042 0.138562 138.782 0.00813399 0.00266375 0 0 0 0 0.0930308 0.0597095 0.131977 0.090065 658913 1.59984e+06 -0 0 0.0306853 0.025639 0.00572149 0.000260329 0 0 0 0 0 0 0 0 0.186062 0.119419 0 0 na 0 0 na na na
53 0.00031768474 9.824374 0.20939782 0.3104634 1.845643 0.20293152 0.68753005 999793.79 -9.9948768e-07 -1.8682489 0.065408686 0.38647364 41122 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 6328.97 0 0
54 0.00032845657 0.2891306 0.093573079 1.4251797 1.3824512 0.063567347 0.37958982 999760.65 -9.9942143e-07 -1.9575053 0.10921691 0.12936021 18024 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00507516 0 0
54 0.00032845657 0.14778265 0.19007885 0.4402659 1.9577423 0.17162421 0.23788498 999760.65 -9.9942143e-07 -1.9575053 0.28777319 0.37212541 2069 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 3.64405e-05 0 0
54 0.00032845657 0.48120088 0.28749741 0.32352272 1.9374935 0.13312278 0.38257604 999760.65 -9.9942143e-07 -1.9575053 0.35301008 0.55702436 4085 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.190837 0 0
56 0.00033579433 0.288549 0.78359413 0.28324512 1.4552439 0.70738427 1.7002801 999756.46 -9.9941306e-07 -1.8538161 0.10148968 1.1403206 82923 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00500344 0 0
57 0.00034284478 0.20187864 0.176633 -1.754847 0.87176142 0.1532181 0.39418782 999755.26 -9.9941065e-07 -1.9043848 0.19572351 0.15398183 12514 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000412943 0 0
58 0.00034589696 0.47701218 0.87461146 -0.72868021 1.1739635 0.28500456 1.8291961 999754.05 -9.9940824e-07 -1.8871673 0.024542218 1.0267619 45077 1 0.20714906 0.094659008 45077 104618 0.59304521 0.65556594 na 0 0 0.21978 0.14517 303.638 0.0100727 0.00122336 0 0 0 0 0.103575 0.0473295 0.142857 0.0943605 531301 2.54601e+06 -0 0 0.0111725 0.010544 0.0122515 4.02859e-05 0 0 0 0 0 0 0 0 0.207149 0.094659 0 0 na 0 0 na na na
63 0.00036220125 0.43087395 0.13439976 0.97052317 1.7404419 0.1297374 0.36467609 999751.37 -9.9940287e-07 -1.8982724 0.18958906 0.23391497 18457 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0867987 0 0
64 0.00037075573 0.34637281 0.50956084 -1.4407368 1.7979733 0.50956084 0.50956084 999749.55 -9.9939925e-07 -1.8885492 1.3936031 0.91617678 11526 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0182902 0 0
65 0.0003751761 0.66304959 0.2344969 -1.6703255 1.9875392 0.2344969 0.2344969 999747.75 -9.9939563e-07 -1.8732115 1.7236132 0.46607178 35915 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.83248 0 0
65 0.0003751761 0.29366292 0.3357368 -0.44090017 1.675457 0.3357368 0.3357368 999747.75 -9.9939563e-07 -1.8732115 0.0069653882 0.56251257 14418 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00566526 0 0
65 0.0003751761 0.19649584 0.79922515 -0.40441139 1.3819564 0.75659871 2.8171376 999747.75 -9.9939563e-07 -1.8732115 0.05092467 1.1044943 75336 1 0.10672848 0.017595454 75336 107691 0.0049290955 0 na 0 0 0.139478 0.254369 0.358479 0.00186294 2.66748e-07 0 0 0 0 0.0533642 0.00879773 0.0906604 0.16534 2.00282e+06 7.3678e+07 2.39396e-16 -2.39396e-16 0.245042 1.00638 6401.69 6400.41 0 0 0 0 0 0 0 0 0.106728 0.0175955 6.50805e-08 -2.63206e-07 na 0 0 na na na
66 0.00038505768 0.23205805 0.11429374 -0.16775375 2.0832753 0.047360861 0.67733105 999743.56 -9.9938727e-07 -1.9547117 0.33586743 0.23810533 14639 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00108372 0 0
66 0.00038505768 0.34801068 0.12163476 -1.6630438 1.0863076 0.10025755 0.40994828 999743.56 -9.9938727e-07 -1.9547117 0.13646619 0.13213276 17994 1 0.1312334 0.08895476 17994 101816 0.19316158 0.65997852 na 0 0 0.151742 0.148209 66.0807 0.00350555 0.000968389 0 0 0 0 0.0656167 0.0444774 0.098632 0.0963359 1.3248e+06 2.88295e+06 0 -0 0.0260256 0.0303583 0.000497582 2.42551e-05 0 0 0 0 0 0 0 0 0.131233 0.0889548 0 0 na 0 0 na na na
66 0.00038505768 0.41639242 0.26947971 -0.065886179 2.2719412 0.26947971 0.26947971 999743.56 -9.9938727e-07 -1.9547117 0.98859947 0.61224206 9190 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0680033 0 0
66 0.00038505768 0.25821092 1.3226291 1.2067885 0.20657249 0.032520285 4.8582831 999743.56 -9.9938727e-07 -1.9547117 0.060026825 0.27321879 99563 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00228739 0 0
67 0.0003899767 0.15215584 302.26796 -0.18568716 0.0015748363 0.066026251 491.42246 999738.62 -9.9937739e-07 -1.9019149 0.01393538 0.47602256 389 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 4.62354e-05 0 0
68 0.00039318709 5.4228641 0.22345546 -1.3343632 1.4056827 0.17686416 2.9385575 999737.74 -9.9937562e-07 -1.9335494 0.21382743 0.31410748 94028 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 9779.1 0 0
69 0.00039572866 0.18707143 0.046694463 -1.178705 1.8546384 0.04649345 2.7805586 999719.4 -9.9933897e-07 -1.8779192 0.54826689 0.086601343 90878 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000244979 0 0
76 0.00042747233 0.59397415 0.079972789 -1.7702287 0.72007624 0.079972789 0.079972789 999716.63 -9.9933342e-07 -1.85877 0.0021260071 0.057586505 0 1 0.27085667 0.10495385 17089 101723 0.35994588 0.17522753 na 0 0 0.26521 0.140259 128.665 0.0162142 0.0017609 0 0 0 0 0.270857 0.0524769 0.26521 0.0911685 308980 2.07111e+06 -0 0 0.00898203 0.00731251 0.0828784 9.35767e-05 0 0 0 0 0 0 0 0 0.270857 0.104954 0 0 na 0 0 na na na
81 0.00045057256 0.82018003 0.088105913 -0.92050694 1.7168953 0.051612085 0.29891543 999712.96 -9.993261e-07 -1.8832139 0.049825665 0.15126863 6587 1 0.46372961 0.055202535 6587 100663 0.95149965 0.72546619 na 0 0 0.404259 0.173758 470.596 0.055159 0.000116944 0 0 0 0 0.181808 0.0276013 0.174947 0.112943 91473.4 7.48562e+06 0 -0 0.0127608 0.01423 3.66301 4.93488e-07 0 0 0 0 0 0 0 0 0.46373 0.0552025 0 0 na 0 0 na na na
81 0.00045057256 0.14795705 0.11418065 1.1765951 1.5730072 0.064549603 0.69396422 999712.96 -9.993261e-07 -1.8832139 0.1141721 0.17960699 43614 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 3.6793e-05 0 0
81 0.00045057256 0.23803206 0.79667519 -0.85478256 1.1462988 0.63773108 1.4910204 999712.96 -9.993261e-07 -1.8832139 0.034445824 0.9132278 79033 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0012939 0 0
82 0.00045571495 0.59504763 0.54139155 -1.3667497 1.8815155 0.54139155 0.54139155 999708.33 -9.9931684e-07 -1.8600385 1.4778655 1.0186366 76122 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.859392 0 0
84 0.00046136208 0.20757876 0.26864714 1.7545744 0.98175994 0.14965511 1.1554297 999705.72 -9.9931162e-07 -1.8741192 0.43013185 0.263747 2583 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000500277 0 0
87 0.00047075079 1.1688881 0.22997369 1.9094955 0.85579172 0.071900745 0.73131784 999704.35 -9.9930887e-07 -1.9414902 0.5250255 0.19680958 11480 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 86.2919 0 0
88 0.00047656638 7.0671169 0.19279041 -0.13226497 2.4779874 0.13358203 0.81728096 999700.18 -9.9930053e-07 -2.103379 1.3544249 0.47773222 19127 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 8064.94 0 0
89 0.00048233756 1.1990929 0.22315509 0.24219562 1.8282316 0.21905791 1.029292 999676.15 -9.992525e-07 -1.9137973 0.041087234 0.40797917 50089 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 102.957 0 0
89 0.00048233756 0.24060278 0.25880213 1.670984 0.75383949 0.079588444 2.3601847 999676.15 -9.992525e-07 -1.9137973 0.078049808 0.19509527 91604 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0013947 0 0
91 0.00049040155 1.1635401 0.75862702 0.31695613 1.4056876 0.75134251 1.7719033 999670.73 -9.9924166e-07 -1.9413357 0.021012459 1.0663926 68832 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 83.6041 0 0
92 0.00049664299 0.54350643 0.27277219 1.5272398 1.0291505 0.21027973 0.60228797 999666.38 -9.9923296e-07 -1.8885331 0.11098408 0.28072363 15132 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.45329 0 0
93 0.00050045326 0.56478345 0.14065355 1.0081271 1.705825 0.14036539 0.72145164 999664.07 -9.9922836e-07 -1.9657025 0.17824117 0.23993035 44481 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.594781 0 0
95 0.00051025314 1.3467103 0.86868983 -0.53263821 2.0110581 0.86868983 0.86868983 999661.47 -9.9922316e-07 -1.9109117 1.2311021 1.7469857 12815 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 231.758 0 0
96 0.00051587188 17.452117 0.23774844 -0.35396747 1.8130384 0.23767919 1.7612653 999656.62 -9.9921345e-07 -1.9023629 0.058632966 0.43104706 72465 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 3737.21 0 0
98 0.00053028414 0.26993677 0.4277137 -1.7001274 0.75303201 0.36965779 1.2562595 999597.47 -9.9909522e-07 -1.9071895 0.36218727 0.32208211 62497 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00312584 0 0
100 0.00053543031 1.5604657 0.21944689 1.8276462 0.093583105 0.13455263 0.88399577 999595.69 -9.9909166e-07 -1.8607447 0.0093131554 0.020536521 54179 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 641.24 0 0
101 0.00054324089 1.3171442 0.1989001 0.6030459 1.7482276 0.051269795 0.28982676 999590.29 -9.9908087e-07 -1.9161122 0.020929872 0.34772264 4728 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 198.364 0 0
101 0.00054324089 1.5884905 0.76173037 0.95653772 1.1970008 0.5006137 0.8673794 999590.29 -9.9908087e-07 -1.9161122 0.16160315 0.91179183 40167 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 722.748 0 0
105 0.0005581901 0.56983328 1.3016431 0.34435581 1.6106723 1.3016431 1.3016431 999579.18 -9.9905866e-07 -1.8601293 0.65891211 2.0965205 65210 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.633373 0 0
108 0.00056947539 0.22661542 0.074449754 1.3963021 1.443768 0.074449754 0.074449754 999576.31 -9.9905293e-07 -1.8355174 0.21291717 0.10748817 2085 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000918703 0 0
115 0.00059385179 0.27474153 0.79078232 -0.43768496 1.4848323 0.70189167 2.2600318 999573.52 -9.9904735e-07 -1.9115833 0.20707583 1.1741792 89673 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00353957 0 0
118 0.00060443782 0.29489904 0.59512242 -0.90651525 2.926453 0.59512242 0.59512242 999571.8 -9.9904391e-07 -1.849731 3.5283785 1.7415978 8636 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00583616 0 0
122 0.00061494927 0.1445637 0.14769708 -1.1914156 1.5186833 0.12698049 2.9248473 999569.82 -9.9903994e-07 -1.8630816 0.10492356 0.22430508 82822 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 3.04445e-05 0 0
